Period,Pressure,Speed,Temperature,Sound,Vibration
2592,101.78,98.29,81.14,63.18,124.91
2593,102.1,98.16,81.54,64.44,132.4
2594,102.12,98.04,81.6,65.21,134.71
2595,102.26,98.01,81.71,66.41,135.2
2596,102.41,98.01,82.48,68.16,137.97
2597,102.43,97.87,82.61,68.36,143.97
2598,102.45,97.53,83.19,71.75,144.19
2599,102.95,97.44,83.48,73.18,146.34
2600,103.08,97.38,83.5,74.34,150.86
2601,103.63,97.12,84.22,75.14,157.33
2602,103.74,97.05,85.55,76.2,157.89
2603,103.87,97.05,86.56,76.73,160.41
2604,104.07,96.67,86.59,78.32,161.08
2605,104.19,96.61,86.59,78.73,166.54
2606,104.27,96.33,87.46,79.13,168.39
2607,104.54,96.17,87.89,79.97,169.57
2608,104.68,96.08,87.95,80.89,170.77
2609,105.08,95.99,88.16,81.27,175.14
2610,106.3,95.11,88.95,85.81,177.42
2611,106.46,94.95,89.01,86.32,177.97
2612,100,100,80,60,120
2613,100.33,99.67,80.28,61.62,120.07
2614,100.61,99.51,80.37,61.84,120.64
2615,100.63,99.11,81.87,62.03,121.66
2616,100.86,98.94,84.14,62.64,123.5
2617,101.59,98.67,84.23,63.44,127.39
2618,101.79,98.62,84.6,63.84,129.46
2619,101.8,98.5,85.21,64.94,129.69
2620,102.03,98.08,86.55,67.58,129.83
2621,102.24,97.93,86.8,69.41,130.37
2622,103.4,97.74,87.23,70.89,133.95
2623,103.4,97.64,87.84,75,136.09
2624,104.88,97.58,88.14,76.6,140.02
2625,105.12,97.15,89.33,76.71,140.48
2626,105.7,96.94,89.86,77.12,140.52
2627,105.9,96.74,91.31,77.84,140.91
2628,106.25,96.71,92.65,77.92,141.86
2629,106.37,96.38,94.57,80.04,142.28
2630,106.87,96.33,94.95,83.87,143
2631,107.05,96.29,96.46,84.14,143.26
2632,107.45,95.88,96.87,86.46,143.38
2633,107.53,95.83,98.13,87.33,144.26
2634,107.77,95.51,98.4,87.85,147.01
2635,109.21,95.11,98.91,88.39,148.08
2636,109.83,94.82,99.71,88.46,151.85
2637,100,100,80,60,120
2638,100.17,99.94,80.12,61.25,121.33
2639,100.65,99.93,81.33,62.81,121.99
2640,100.87,99.88,81.51,65.19,125.8
2641,101.12,99.58,81.53,68.85,126.86
2642,101.81,98.8,81.65,69.57,132.95
2643,101.89,98.61,82.32,70.85,136.44
2644,102.79,98.4,82.37,71.84,138.66
2645,103.03,98.35,82.47,73.31,140.89
2646,103.77,97.98,84.59,73.49,144.42
2647,104.95,97.87,84.77,74.28,149.29
2648,105.79,97.85,85.16,74.49,149.32
2649,106.15,97.36,85.91,77.13,149.43
2650,106.21,97.21,86.32,77.33,151.19
2651,106.28,97.07,86.86,79.16,152.37
2652,106.42,97.06,87.07,84.89,154.38
2653,106.51,96.88,87.11,87.35,155.23
2654,107.35,96.72,87.44,88.12,157.3
2655,107.51,96.4,87.81,88.75,157.91
2656,107.54,96.21,88.15,90.16,163.16
2657,108.59,95.84,88.17,90.88,163.59
2658,108.88,95.8,88.89,91.75,166.88
2659,109.02,95.44,89.1,92.76,167.06
2660,109.07,95.39,89.63,93.47,172.44
2661,110,95.37,89.66,94.06,172.6
2662,110.48,95.32,89.72,95.26,172.65
2663,100,100,80,60,120
2664,100.05,99.62,80.56,60.91,125.4
2665,100.33,99.54,81.23,61.62,128.75
2666,100.74,98.79,81.29,62.6,131.87
2667,100.79,98.68,81.37,64.14,132.14
2668,101.23,98.65,81.56,64.36,135.53
2669,101.47,98.5,81.86,65.74,135.92
2670,101.83,96.95,82.4,68.91,138.58
2671,102.21,96.64,83.06,71.51,139.14
2672,102.57,96.19,83.69,71.61,139.83
2673,102.66,96.08,83.76,72,140.33
2674,102.66,94.95,84.09,73.78,142.27
2675,100,100,80,60,120
2676,100.17,98.66,80.44,60.82,128.14
2677,100,100,80,60,120
2678,100.18,99.46,80.3,60.07,121.61
2679,100.65,99.45,81.11,61.01,121.7
2680,100.76,99.39,81.33,61.46,122.1
2681,101.99,99.22,81.51,61.85,125.23
2682,102.43,99.12,81.61,63.4,129.93
2683,102.77,98.86,83.18,65.53,130.22
2684,103,98.26,83.39,66.58,131.23
2685,104.53,98.12,83.46,67.15,134.12
2686,105.14,97.46,83.54,68.72,134.65
2687,105.42,97.17,83.92,70,135.43
2688,106.12,97.11,84.94,70.75,136.61
2689,106.51,96.91,85.27,70.99,138.48
2690,106.92,96.75,86.62,72.5,140
2691,107.09,95.52,87.34,72.72,141.49
2692,108.25,95.49,87.42,73.76,143.46
2693,108.67,94.59,88.05,76.6,144.64
2694,100,100,80,60,120
2695,100.01,99.87,80.31,61.08,127.81
2696,100.08,99.67,80.39,61.61,128.86
2697,100.3,99.64,80.47,62.25,130.32
2698,100.69,99.45,80.56,64.5,131.43
2699,100.79,99.16,80.66,64.72,131.63
2700,100.95,98.62,81.02,65.12,136.83
2701,100.96,98.48,81.44,67.1,140.93
2702,101.04,98.41,81.73,68.47,148.14
2703,101.14,98.33,82.37,68.9,149.25
2704,101.91,98.1,83.33,70.76,150.77
2705,102.06,97.92,83.68,71.52,154.64
2706,102.17,97.66,84,73.22,161.3
2707,102.28,97.34,85.18,73.75,162.09
2708,102.51,97.32,85.43,76.21,164.59
2709,102.62,96.87,86.2,77.09,165.13
2710,103.19,96.78,86.83,77.45,165.44
2711,103.25,95.46,86.93,81.08,181.73
2712,103.76,95.24,87.28,81.35,181.99
2713,104.13,95.15,87.93,84.55,182.1
2714,104.58,94.35,88.73,85.74,183.6
2715,100,100,80,60,120
2716,100.38,99.6,80.31,60.13,125.45
2717,100.7,99.28,81.33,62.09,128.23
2718,102.29,99.16,82.12,62.49,129.94
2719,102.68,99.16,82.19,62.63,132.32
2720,103.37,99.09,82.42,64.69,134.21
2721,103.57,99.07,82.54,64.84,134.3
2722,103.62,98.25,83.61,66.18,135.89
2723,104.86,97.8,83.68,68.45,136.35
2724,104.93,97.57,83.73,69.96,136.67
2725,105.55,97.57,83.8,70.9,137.26
2726,105.68,97.48,84.02,72.5,141.75
2727,106.38,96.85,84.23,72.99,149.7
2728,106.64,96.6,84.28,73.63,154.72
2729,106.73,96.45,84.7,75.25,156.07
2730,106.86,96.38,84.79,76.39,161.69
2731,106.88,96.29,85.29,76.58,163.37
2732,109.2,96.24,85.37,77.96,164.75
2733,109.3,96.09,86.98,78.41,167.41
2734,109.72,95.64,87.28,79.6,170.67
2735,110.06,95.58,87.48,79.85,177.43
2736,100,100,80,60,120
2737,100.09,99.92,80,63.87,121.35
2738,100.59,99.2,80.2,66.93,122.23
2739,100.87,99.17,80.57,67.64,127.98
2740,101.4,98.82,80.71,68.79,128.47
2741,103.71,98.65,81.24,71.13,137.19
2742,103.91,98.35,81.25,71.89,141.65
2743,104.73,98.32,81.27,77.02,142.34
2744,104.77,98.13,81.27,77.85,144.31
2745,105.56,97.86,82.12,77.85,145.13
2746,105.71,97.85,82.4,78.04,145.45
2747,106.3,97.28,82.96,78.47,145.63
2748,106.71,97.23,82.98,79.35,147.84
2749,106.88,96.58,84.22,80.32,148.55
2750,106.97,96.47,84.69,81.1,148.69
2751,107.4,96.21,85.17,82.49,149.81
2752,107.51,96.06,85.52,83.1,149.87
2753,107.52,95.79,85.71,83.76,164.8
2754,107.83,95.64,85.81,83.77,169.36
2755,109.59,95.48,86.02,84.51,169.52
2756,109.73,95.21,86.26,84.91,174.07
2757,109.8,95.05,87.25,85.34,176.88
2758,110,94.72,87.38,85.64,177.2
2759,100,100,80,60,120
2760,100.51,99.71,80.23,60.98,122.4
2761,101.71,99,82.71,63.21,124.08
2762,101.82,98.13,83.02,63.89,128.59
2763,101.87,97.79,83.12,64.19,132.69
2764,101.88,97.57,84.92,64.95,134.42
2765,102.29,97.42,86.29,67.48,135.96
2766,102.4,97.2,86.35,68.1,140.68
2767,102.5,96.79,86.94,69.4,141.93
2768,102.92,96.66,87.57,70.16,143.74
2769,103.3,96.03,88.59,71.13,144.14
2770,104.38,95.56,89.25,75.81,147.92
2771,104.68,95.02,89.82,76.39,150.86
2772,104.69,94.45,90.48,76.94,153.2
2773,100,100,80,60,120
2774,100.47,99.93,80.57,61.25,121.11
2775,101.55,99.68,80.75,63.74,122.18
2776,102.07,99.28,81.69,68.54,128.98
2777,102.28,98.91,82.69,70.3,132.24
2778,102.6,98.82,83.15,71.51,133.38
2779,102.98,98.81,83.3,71.91,135.44
2780,103.03,98.46,83.53,73.09,141.77
2781,103.26,98.41,83.87,74.01,143.47
2782,104.01,98.34,84.2,74.13,147.92
2783,104.09,97.99,85.74,75.88,149.24
2784,104.56,97.98,85.94,77.43,150.15
2785,104.68,97.95,86.17,78.21,158.97
2786,105.01,97.56,87.18,78.89,161.2
2787,105.22,97.47,87.2,79.4,174.34
2788,105.55,97.26,87.36,80.73,175.82
2789,105.64,97.04,87.56,80.89,177.27
2790,105.77,96.94,87.6,81.79,179.27
2791,106.88,96.38,87.7,83.29,179.74
2792,106.9,95.97,87.78,84.22,182.78
2793,107.01,95.62,88.59,85.77,183.54
2794,107.03,95.6,89.16,86.06,188.29
2795,107.08,95.42,89.23,86.06,191.49
2796,107.91,95.05,89.94,86.88,193.81
2797,107.93,94.98,90.2,88.46,194.32
2798,100,100,80,60,120
2799,100.03,99.84,80.67,60.82,120.83
2800,100.25,99.49,80.89,60.9,125.68
2801,100.25,98.61,81.04,61.16,126.64
2802,100.69,98.31,81.97,63.17,128.71
2803,100.8,98.13,82.32,63.59,129.86
2804,100.86,97.46,82.55,64.01,131.32
2805,102,96.97,82.59,64.61,134.48
2806,102.18,96.49,82.8,67.3,137.82
2807,102.84,96.1,83.28,69.03,138.94
2808,103.03,95.69,83.79,70.75,144.7
2809,103.81,95.34,84.61,71.07,144.88
2810,104.31,95.23,84.91,72.46,150.03
2811,104.45,95.09,85.17,72.77,151.65
2812,104.78,94.71,85.27,74.61,153.06
2813,100,100,80,60,120
2814,100.19,99.94,80.74,61.95,120.14
2815,100.44,99.59,81.05,63.44,125.62
2816,100.95,98.62,81.28,64.5,127.69
2817,101.33,98.4,81.67,64.97,128.06
2818,101.36,97.98,81.69,67.25,128.64
2819,101.4,97.9,82.65,68.67,129.56
2820,101.54,97.81,82.97,68.95,132.38
2821,101.55,97.64,83.39,70.25,134.67
2822,101.71,97.47,83.67,70.46,135
2823,102.17,96.55,83.78,71.9,135.49
2824,102.45,96.43,84.19,72.04,135.74
2825,102.67,96.3,84.72,74.32,138.48
2826,102.8,96.14,84.73,74.72,139.72
2827,103.08,95.9,85.05,76.2,141.08
2828,103.53,95.33,85.66,77.14,146.25
2829,103.59,95.33,86.89,77.7,146.25
2830,104.14,95.18,87.96,78.31,151.31
2831,104.52,95.16,88.11,78.76,151.85
2832,105.1,94.75,88.21,81.26,154.25
2833,100,100,80,60,120
2834,100.07,99.92,80.08,60.92,122.91
2835,100.26,99.88,80.79,61.26,127.68
2836,101.44,99.31,81,62.98,128.67
2837,101.54,98.36,81.02,64.21,130.91
2838,102.41,98.26,81.79,64.37,135.22
2839,103.51,98.16,82.67,64.88,139.33
2840,103.59,97.99,82.72,65.49,142.55
2841,104.73,97.88,83.24,69.13,144.86
2842,105.43,97.68,83.58,69.61,144.97
2843,105.62,97.63,84.83,73.57,145.88
2844,105.86,97.37,84.9,73.63,147.11
2845,106.37,97.36,85.47,75.02,149.09
2846,107.1,96.96,85.75,75.12,155.88
2847,107.14,96.84,87.2,77.54,158.18
2848,107.64,96.58,87.38,79.7,163.24
2849,108.15,96.44,87.39,82.22,163.82
2850,108.32,96.21,88.2,89.92,165.02
2851,108.49,96.04,88.82,90.31,171.75
2852,108.77,95.86,89.33,90.39,172.41
2853,108.79,95.81,89.81,91.67,173.09
2854,108.89,95.64,91.92,92.08,177.08
2855,109.14,95.57,92,92.85,177.33
2856,109.15,95.56,92.08,96.35,177.41
2857,109.35,95.24,92.14,96.84,180.97
2858,109.64,95.2,92.22,96.85,181.19
2859,109.71,94.97,92.94,97.79,183.35
2860,100,100,80,60,120
2861,100.05,99.33,81.07,61.95,124.54
2862,100.11,99.24,81.11,62.13,130.07
2863,100.2,99.23,81.27,64.51,131.38
2864,100.45,98.71,81.61,67.46,133.95
2865,100.8,98.57,82.81,68,135.72
2866,100.95,98.29,82.94,68.84,136.64
2867,101.06,98.22,83.43,69.08,139.34
2868,101.59,98.03,84.04,71.74,140.58
2869,101.96,97.91,84.1,73.01,142.73
2870,102.11,97.64,85.5,74.24,144.45
2871,102.18,97.02,85.84,76.85,145.33
2872,102.48,96.72,86.45,78.58,146.16
2873,102.91,96.33,87.59,78.78,146.22
2874,103.14,96.11,87.81,80.13,146.24
2875,103.38,95.85,88.83,80.24,148.19
2876,104.99,95.76,88.95,81.57,152.74
2877,105.07,95.56,89.78,82.67,155.15
2878,105.74,95.05,89.79,83.76,158.9
2879,100,100,80,60,120
2880,100.57,99.64,80.07,60.42,120.64
2881,101.17,98.88,81.01,60.79,121.96
2882,101.4,98.64,81.98,63.45,122.34
2883,101.65,98.55,82.86,63.72,122.59
2884,102.36,98.5,83.05,64.38,128.13
2885,102.41,98.42,83.18,65.19,129.07
2886,102.5,98.29,83.2,65.87,137.88
2887,102.61,97.74,83.62,67.57,138.64
2888,102.65,97.54,83.93,67.79,140.42
2889,102.81,97.08,84.01,68.01,140.65
2890,102.92,96.99,85.23,68.67,142.84
2891,102.96,96.95,85.98,69.35,142.85
2892,103.21,96.06,86.18,69.52,142.91
2893,104.44,96,86.46,70.23,149.47
2894,104.99,95.89,86.77,71.29,153.89
2895,105.33,95.74,86.94,71.35,158.99
2896,105.57,95.64,87.1,73.11,159.34
2897,105.79,95.6,87.69,74.59,160.64
2898,105.81,95.28,87.92,74.99,160.68
2899,106.72,95.04,89.48,76.04,162.13
2900,107.03,94.97,89.91,76.95,162.31
2901,100,100,80,60,120
2902,100.34,99.93,80.68,60.05,124.32
2903,100.53,99.85,80.82,61.98,128.15
2904,100.89,99.75,81.14,62.04,133.37
2905,100.95,99.45,83.25,62.12,137.66
2906,101.56,99.43,83.68,62.21,147.85
2907,101.64,98.78,84.21,63.38,149.01
2908,101.87,98.72,84.59,69.35,149.96
2909,102.21,98.71,84.73,72.58,153.2
2910,102.25,98.5,84.85,73.42,156.18
2911,102.62,98.18,85.98,74.32,160.16
2912,102.73,98.18,86.01,78.05,162.18
2913,103.17,98.15,86.58,78.87,162.35
2914,103.44,97.81,88.14,79.87,167.49
2915,103.88,97.81,88.44,81.37,167.51
2916,104.35,97.67,89.05,83.34,180.15
2917,104.79,97.26,89.24,85.25,183.03
2918,105.17,97.15,90.41,85.45,183.07
2919,105.21,95.74,90.55,85.84,183.41
2920,105.61,95.56,91.12,88.82,184.55
2921,105.85,95.28,92.15,90.4,192.46
2922,106.28,95.03,92.82,92.03,193.19
2923,106.71,94.94,93.55,94.34,193.64
2924,100,100,80,60,120
2925,100.11,99.85,80.09,64.25,120.15
2926,100.55,99.68,82.52,67,120.61
2927,100.61,99.61,82.61,70.33,121.03
2928,100.85,99.52,82.85,71.29,121.05
2929,101.01,99.29,83.16,71.61,126.22
2930,101.5,99.26,83.16,72.52,130.15
2931,101.62,98.82,83.3,74.49,132.26
2932,101.92,98.76,83.37,76.03,133.3
2933,102.84,98.74,83.82,77.14,141.25
2934,103.61,98.61,83.92,77.69,141.27
2935,103.89,98.44,84.74,81.18,141.75
2936,103.94,98.43,85.41,81.73,145.41
2937,104.16,98.23,86.59,81.92,145.47
2938,104.34,97.93,87.47,81.95,146.59
2939,104.65,97.46,87.9,82.03,146.68
2940,104.77,97.41,89.01,82.52,151.81
2941,104.92,97.12,89.74,83.36,155.63
2942,105.54,96.87,90.06,83.7,157.85
2943,105.65,96.33,90.29,84.34,163.9
2944,105.78,96.05,90.37,85.05,172.15
2945,105.79,96.01,90.76,86.94,173.55
2946,106.2,95.68,91.59,87.13,173.62
2947,106.56,95.3,91.78,88.31,173.68
2948,107.26,95.13,91.86,89.65,174.21
2949,107.59,94.79,91.89,91.18,179.42
2950,100,100,80,60,120
2951,100.09,99.9,80.02,62.05,120.8
2952,100.92,99.87,80.25,65.84,123.65
2953,101.17,99.86,80.75,66.2,124.23
2954,101.23,99.57,82.1,66.88,125.46
2955,103.22,99.48,82.73,68.25,131.96
2956,103.3,99.14,83.84,68.61,132.57
2957,103.56,98.57,84.34,69.58,137.93
2958,103.75,98.49,85.9,72.23,138.55
2959,103.82,98.43,86.34,73.22,141.34
2960,103.86,98.42,86.48,74.48,141.37
2961,104.35,98.23,87.41,74.54,141.8
2962,104.6,98.19,88.42,79.58,144.18
2963,104.78,97.77,88.96,79.61,144.69
2964,105.63,97.64,90.53,80.36,146.67
2965,106.41,97.46,90.81,82.65,147.66
2966,106.53,97.19,90.82,83.94,147.96
2967,106.92,97,91.4,84.27,150.59
2968,107.11,96.95,91.54,86.08,151.3
2969,107.29,96.8,92.53,86.94,151.92
2970,107.72,96.22,93.31,90.38,154.03
2971,108,96.18,93.48,90.89,154.79
2972,109.74,96.12,94.6,90.89,154.98
2973,110.71,95.91,96.09,91.67,157.71
2974,100,100,80,60,120
2975,100,100,80,60,120
2976,101.74,99.78,80.4,63.15,124.1
2977,101.82,99.64,80.56,64.83,127.39
2978,102.37,99.27,82.1,65.14,129.84
2979,102.62,99.22,82.39,65.96,130.47
2980,102.73,98.77,83.62,66.44,131.14
2981,103.07,98.72,83.7,70.35,132.63
2982,103.51,98.2,83.74,72.27,135.71
2983,103.95,98.14,83.75,72.81,142.63
2984,104.09,98.1,83.92,74.09,144.13
2985,104.12,97.86,84.03,74.21,144.62
2986,104.55,97.76,84.4,75.1,144.64
2987,105.06,97.27,85.66,75.53,148.64
2988,105.2,97.09,86.41,75.64,150.53
2989,105.24,96.69,87.08,78.7,155.57
2990,105.84,96.62,87.37,82.89,161.91
2991,105.94,96.41,87.59,83.4,162.97
2992,105.99,95.99,88.23,83.83,167.61
2993,106.76,95.91,88.68,84.42,168.51
2994,106.76,94.62,89.03,85.74,169.25
2995,100,100,80,60,120
2996,100.72,99.96,80.53,60.15,120.07
2997,101.31,99.82,81.51,60.77,121.97
2998,101.4,99.72,81.75,61.64,126.48
2999,101.41,99.43,82.36,62.81,126.53
3000,101.79,99.15,82.39,67.1,127.14
3001,101.79,98.98,82.95,68.1,129.4
3002,101.99,98.72,83.75,68.45,137.58
3003,102.33,98.69,84.31,68.86,141.6
3004,102.35,98.57,85.27,69.19,142.59
3005,102.57,98.5,85.52,69.74,155.6
3006,103.36,98.37,85.68,71.15,156.85
3007,103.38,98.26,85.9,72.05,157.83
3008,103.42,98.25,87.63,73.02,158.3
3009,103.99,98.09,88.35,73.3,158.53
3010,100,100,80,60,120
3011,100.62,99.98,80.52,65.39,120.1
3012,100.63,99.76,81.73,65.93,120.66
3013,100.87,98.42,81.85,66.51,122.12
3014,101.66,97.82,82.54,67.66,123.95
3015,101.97,97.22,82.96,68.59,126.41
3016,102,96.8,84.27,68.62,132.7
3017,102.12,96.79,84.42,71.27,136.32
3018,102.19,96.72,84.52,71.45,139.37
3019,103.89,96.65,84.78,72.57,140.47
3020,105.07,96.47,85.89,73.34,141.69
3021,105.16,96.34,87.53,73.81,143.04
3022,105.81,95.68,88.34,76.82,145.27
3023,106.19,95.65,89.28,78.21,149.78
3024,106.24,95.18,89.61,78.83,152.59
3025,106.35,94.92,90.56,79.75,157.38
3026,100,100,80,60,120
3027,100.06,99.99,80.34,60.74,120.57
3028,100.31,99.82,81.31,61.77,121.47
3029,101.25,99.16,81.35,66.42,121.51
3030,101.34,99.06,81.7,72.97,123.04
3031,101.67,99.06,82.36,73.33,124.03
3032,102.32,98.57,82.48,74.48,128.78
3033,102.71,98.52,82.65,75.45,129.91
3034,103.23,98.46,82.67,80.63,133.05
3035,103.67,98.3,83.59,82.37,133.08
3036,103.74,97.95,83.77,82.46,133.31
3037,104.21,97.9,84.43,84.21,133.6
3038,104.53,97.8,87.38,85.07,133.67
3039,104.58,97.7,87.4,85.08,134.5
3040,105.41,97.68,89.19,85.11,135.08
3041,105.75,97.04,89.39,85.39,138.55
3042,106.08,96.86,89.73,85.54,140.53
3043,106.68,96.72,89.9,90.33,143.3
3044,106.79,96.27,89.97,90.36,146.2
3045,106.91,96.07,90.02,90.77,146.89
3046,107.09,96.03,90.28,91.42,147.08
3047,107.55,95.79,91.28,94.1,147.84
3048,107.58,95.59,91.59,95.7,151.41
3049,109.45,95.37,93.39,96.49,155.15
3050,110.42,94.8,93.42,96.95,157.89
3051,100,100,80,60,120
3052,100.01,99.98,80.11,61.4,120.31
3053,100.27,99.02,80.14,61.85,123.07
3054,100.27,98.72,80.27,62.49,123.68
3055,100.43,98.43,80.47,64.31,123.83
3056,100.97,98.34,81.82,64.69,129.34
3057,101.22,98.22,82.21,65.66,131.17
3058,101.32,97.82,83.45,65.76,132.12
3059,101.7,97.62,83.9,66.29,134.08
3060,102.32,97.59,83.91,67.26,134.17
3061,102.73,97.34,84.06,67.29,139.21
3062,102.88,97.12,84.51,68.95,146.23
3063,103.02,96.9,84.65,69.2,146.36
3064,103.33,96.89,84.85,72.11,146.76
3065,103.43,96.45,85.67,73.61,146.9
3066,103.91,95.86,86.42,76.18,151.16
3067,104,95.71,86.95,76.77,152.78
3068,104.12,95.47,87.26,77.88,152.9
3069,104.35,95.14,89.37,78.82,157.37
3070,104.41,94.58,89.63,79.43,159.95
3071,100,100,80,60,120
3072,100.29,99.83,80.19,60.05,122.73
3073,100.61,99.77,80.22,60.06,126.35
3074,100.78,99.28,80.74,63.91,126.6
3075,101.87,99.25,80.85,63.95,126.69
3076,102.91,98.96,81.23,66.01,134.24
3077,102.92,98.87,81.47,68.54,136.49
3078,102.94,98.53,81.77,68.55,136.96
3079,103.11,98.02,81.83,70.64,138.44
3080,103.34,97.63,82.13,71.51,138.45
3081,103.92,97.62,84.28,71.57,140.35
3082,104.24,97.38,84.95,71.78,141.98
3083,104.45,97.36,86.06,72.19,143
3084,104.74,97.1,86.39,72.88,143.85
3085,104.78,96.81,86.39,73.24,154.31
3086,105.2,96.67,86.51,73.7,154.49
3087,105.26,96.5,86.8,78.71,155.38
3088,105.41,96.28,86.96,80.6,156.81
3089,105.54,96.24,87.47,81.03,162.67
3090,105.71,96.1,89.03,82.05,163.64
3091,106.36,95.78,89.06,82.29,164.15
3092,107.57,95.66,90.16,85.42,169.46
3093,107.96,94.71,90.3,85.67,173.15
3094,100,100,80,60,120
3095,100.54,99.98,80.7,62.16,123.77
3096,100.59,99.8,81.62,64.41,124.75
3097,100.84,99.49,81.63,65.17,125.47
3098,101.08,98.4,81.95,66.97,131.56
3099,101.19,97.8,82.37,67.52,132.57
3100,101.24,97.62,82.65,68.29,134.26
3101,101.34,97.53,82.73,70.38,135.16
3102,101.48,97.42,83.5,70.86,140.09
3103,101.59,97.1,85.16,71.65,140.92
3104,101.84,96.92,85.4,72.63,144.05
3105,102.12,96.91,85.98,73.04,144.22
3106,102.35,96.86,87.35,74.26,144.79
3107,102.55,96.73,88.42,75.78,145.97
3108,103.42,96.37,88.79,76.05,146.04
3109,103.51,96.02,88.89,76.11,152.31
3110,103.65,95.92,90.1,77.46,152.42
3111,104.27,95.86,90.53,80.9,158.36
3112,104.51,95.52,91,81.75,160.7
3113,104.71,95.52,91.98,83.05,163.09
3114,104.71,94.93,92.25,83.31,164.87
3115,100,100,80,60,120
3116,100.7,99.92,80.4,60.42,124.04
3117,100.7,99.82,82.83,60.6,124.78
3118,101.35,99.78,84.19,61.49,126.8
3119,101.94,99.34,85.45,61.79,127.34
3120,102.19,99.32,85.78,62.6,129.17
3121,102.39,99.06,86.68,63.16,129.26
3122,102.83,99.05,86.76,64.49,133.6
3123,102.87,98.81,86.95,65.03,134.93
3124,103.79,98.74,87.31,70.88,135.91
3125,104.13,98.41,88.12,71.43,141.78
3126,104.19,97.81,89.09,71.44,143.08
3127,104.62,97.65,89.58,72.02,145.16
3128,105.49,97.45,89.91,72.08,145.81
3129,105.56,97.16,90.38,74.04,146.3
3130,105.76,97.16,90.59,74.16,150.22
3131,106.97,97.16,91.17,76.39,158.2
3132,100,100,80,60,120
3133,100.67,99.96,81.09,60.18,120.44
3134,102.35,99.88,81.44,62.03,121.13
3135,102.82,99.38,81.89,62.23,122.06
3136,102.93,99.07,82.47,63.46,125.39
3137,102.99,99,82.93,63.9,127.8
3138,103.01,98.69,83.88,70.12,128.46
3139,104.19,98.5,84.23,71.19,129.31
3140,104.82,98.13,84.26,74.02,130.09
3141,106.66,97.93,84.49,79,132.04
3142,106.87,97.36,84.55,80.79,137.89
3143,107.01,96.58,85.49,81.28,140.94
3144,108.31,96.4,86.41,82.81,141.06
3145,108.46,96.17,86.48,83.76,151.33
3146,109.69,96.14,86.88,84.74,151.62
3147,109.97,95.33,87.44,86.04,161.45
3148,110.17,94.31,87.64,86.41,161.52
3149,100,100,80,60,120
3150,100.25,99.99,80.08,60.72,121.77
3151,100.32,99.98,80.36,63.62,126.97
3152,100.36,99.92,81.19,63.92,128.54
3153,100.91,99.6,81.33,64.52,129.43
3154,101.11,99.53,81.86,64.99,135.22
3155,101.3,99.34,83.08,65.23,136.33
3156,101.44,99.15,83.6,65.95,141.51
3157,102.02,99.1,83.81,69.11,141.54
3158,102.27,99.06,84.23,69.16,144.09
3159,102.4,98.5,85.31,70.8,144.85
3160,103.08,98.28,85.6,71.66,149.72
3161,103.93,98.24,86.05,71.9,154.8
3162,103.93,98.01,86.94,73.41,158.65
3163,104.1,97.84,87.13,75.16,159.51
3164,104.18,97.13,87.26,75.95,159.66
3165,104.63,97.06,87.39,76.84,161.11
3166,106.28,96.95,88.07,77.56,161.82
3167,106.74,96.73,88.56,77.96,162.52
3168,100,100,80,60,120
3169,100.71,99.9,80.33,60.71,124.05
3170,100.86,99.67,81.04,64.99,125.87
3171,100.94,99.2,81.06,65.21,128.48
3172,100.95,99.2,81.99,66.4,129.02
3173,101.53,99.2,82.21,66.94,130.56
3174,101.8,98.48,82.23,68.01,132.43
3175,102.47,98.18,82.62,69.12,137.27
3176,103.44,97.25,83.23,70.73,138.09
3177,104.18,97.16,83.65,73.13,139.58
3178,104.4,96.97,84.75,79.39,141.66
3179,104.46,96.78,85.12,80.47,144.64
3180,105.02,96.51,85.38,81.15,145.13
3181,105.15,96.43,85.47,81.63,148.84
3182,105.2,96.03,85.49,81.65,148.88
3183,105.5,95.69,85.77,81.66,152.95
3184,105.65,95.66,86.38,82.16,154.03
3185,105.82,95.37,86.42,82.88,154.57
3186,106.48,95.17,86.54,83.07,156.21
3187,107.1,94.99,86.8,84.46,160.64
3188,100,100,80,60,120
3189,100.14,99.88,80.35,60.72,121.15
3190,100.18,99.74,80.49,61.15,122.27
3191,100.31,99.28,80.58,62.41,124.28
3192,100.37,99.15,81.56,64.49,125.57
3193,100.51,99.11,82.6,64.6,127.36
3194,100.6,99.07,83.14,65.39,131.35
3195,100.82,99.03,83.27,65.45,135.93
3196,100.87,98.98,85.88,65.47,140.65
3197,101.15,98.95,85.92,66.25,148.7
3198,101.34,98.91,86.14,66.3,154.35
3199,101.65,98.6,86.2,67.99,154.83
3200,100,100,80,60,120
3201,100.29,99.85,80.51,62.02,120.25
3202,100.29,99.54,80.55,62.83,121.08
3203,100.83,99.22,80.95,68.1,124.16
3204,101.25,99.07,81.02,69.11,127.64
3205,101.74,98.76,81.79,69.67,129.21
3206,101.8,98.68,82.78,73.66,134.18
3207,101.99,98.67,83.58,73.7,134.44
3208,102.35,98.55,84.44,75.47,136.96
3209,102.56,98.51,85.29,76.61,138.63
3210,104.01,98.47,85.45,77.3,144.04
3211,104.27,98.45,85.49,78.37,145.77
3212,104.95,98.42,85.79,80.11,147.31
3213,104.95,97.93,86.64,81.16,147.55
3214,105.29,97.87,87.1,81.8,148.28
