Period,Failures,Pressure,Speed,Temperature,Sound,Vibration
1890,0,101.26,97.63,83.36,62.14,134.92
1891,0,101.54,97.3,83.69,63,137
1892,0,102.01,96.03,83.97,63.22,139.17
1893,0,102.07,95.89,84.33,63.28,139.41
1894,0,102.2,95.53,84.34,65.17,144.95
1895,0,102.54,95.44,85.26,65.81,153.02
1896,0,103.29,95.33,86.21,66.3,153.65
1897,0,103.52,95.25,86.78,66.38,154.22
1898,0,103.76,95.13,88.33,66.65,160.15
1899,1,103.8,94.88,88.61,67.23,167.2
1900,0,100,100,80,60,120
1901,0,100.37,99.75,82.06,60.07,122.05
1902,0,100.63,99.29,82.06,61.52,122.43
1903,0,100.79,99.01,82.16,62.74,124.43
1904,0,101.29,98.74,82.16,63.15,127.92
1905,0,101.3,98.42,82.91,63.76,132.78
1906,0,101.48,98.41,83.14,64.26,133.02
1907,0,101.56,98.02,83.26,64.8,137.7
1908,0,101.78,97.71,85.12,65.22,137.95
1909,0,101.96,97.68,85.25,66.54,138.61
1910,0,102.02,97.34,85.32,66.65,148.34
1911,0,103.33,97.24,85.57,71.14,148.9
1912,0,103.38,96.68,85.69,71.45,149.42
1913,0,103.62,96.58,86.02,72.42,155.01
1914,0,103.89,96.43,86.07,72.79,158.13
1915,0,104.46,96.41,86.1,74.21,163.52
1916,0,106.44,96.32,87.16,76.39,166.98
1917,0,107,96.23,87.29,76.86,171.69
1918,0,107.59,96.04,87.72,80.74,174.19
1919,0,108.16,95.76,88.61,81.63,174.35
1920,0,108.55,95.51,89.23,84.59,180.42
1921,0,108.88,95.19,89.57,87.08,182.18
1922,1,109.06,94.69,89.82,87.85,184.79
1923,0,100,100,80,60,120
1924,0,100.07,99.29,80.05,60.17,120.06
1925,0,100.22,99.28,81.52,60.65,123.11
1926,0,101.16,99.14,82.28,61.25,123.54
1927,0,101.26,99.05,82.67,61.37,123.58
1928,0,101.84,98.99,83.03,64.34,126.33
1929,0,102.76,98.9,83.83,64.57,128.68
1930,0,103.12,98.43,84.13,67.68,130.06
1931,0,103.59,98.34,85.37,67.87,133.3
1932,0,103.83,98.24,85.38,68.14,134.34
1933,0,105.34,97.95,85.61,71.96,135.83
1934,0,105.76,97.86,85.71,71.99,136.05
1935,0,105.77,97.55,85.71,72.39,143.58
1936,0,105.77,97.52,87.61,74.53,151.78
1937,0,105.83,96.98,87.94,74.91,159.56
1938,0,106.07,96.97,88.38,75.81,159.99
1939,0,106.16,96.97,88.73,77.73,160.98
1940,0,106.87,96.89,89.28,77.88,163.51
1941,0,107.15,96.85,90.13,78.07,163.59
1942,0,107.23,96.33,91.52,79.42,163.99
1943,0,107.36,96.2,92.07,80.22,165.07
1944,0,107.63,95.81,92.22,80.34,165.25
1945,0,108.04,95.2,92.81,80.63,166.41
1946,0,108.21,95.04,95.19,81.65,166.54
1947,1,108.81,94.68,95.31,82.08,167.5
1948,0,100,100,80,60,120
1949,0,100.29,99.93,80.75,62.08,121.01
1950,0,100.29,99.83,82.6,63.13,124.73
1951,0,100.43,99.78,82.77,63.13,126.06
1952,0,100.59,99.54,83.38,63.23,127.64
1953,0,100.62,99.48,83.54,65.08,131.41
1954,0,100.72,99.07,84.47,65.65,132.09
1955,0,101.75,98.97,84.76,65.72,135.34
1956,0,101.88,98.81,85.37,66.09,135.8
1957,0,101.89,98.15,85.39,67.15,141.85
1958,0,102.15,98.09,85.7,67.47,143.08
1959,0,102.44,97.94,87.52,71.36,143.4
1960,1,102.62,97.05,88.8,76.16,149.08
1961,0,100,100,80,60,120
1962,0,101.48,99.38,80.04,62.27,124.16
1963,0,101.48,99.36,80.11,62.86,126.81
1964,1,101.67,99.06,80.12,63.89,130.25
1965,0,100,100,80,60,120
1966,0,100.2,99.99,80.42,60.17,122.11
1967,0,100.57,99.97,80.55,61.7,122.58
1968,0,100.58,99.54,80.69,67.72,124.11
1969,0,101.52,99.28,80.72,69.95,124.48
1970,0,101.92,99.23,80.82,71.4,126.16
1971,0,102.33,99.01,81.12,72.24,126.47
1972,0,102.43,98.9,81.22,73.2,129.33
1973,0,102.64,98.88,81.76,73.42,129.43
1974,0,102.64,98.58,82.61,73.52,133.33
1975,0,102.66,98.35,83.2,75.52,136.02
1976,0,102.93,98.03,83.44,77.24,139.43
1977,0,104.78,97.72,83.53,77.64,148.73
1978,0,104.83,97.44,83.76,77.74,149.23
1979,0,104.89,97.08,84.82,79.79,150.5
1980,0,105.5,96.9,84.98,80.82,150.54
1981,0,105.58,96.9,85.33,80.97,152.64
1982,0,105.85,96.46,85.79,83.3,153.99
1983,0,105.86,95.97,85.83,85.43,159.31
1984,0,106.61,95.8,86.66,85.52,162.35
1985,0,106.78,95.79,87.35,86.84,163.35
1986,0,106.85,95.77,87.53,88.27,163.53
1987,0,107.24,95.61,87.87,88.97,166.07
1988,0,107.32,95.36,88.05,91.3,171.96
1989,0,107.4,95.13,88.37,92.12,173.13
1990,0,107.67,95.11,89.27,92.28,181.5
1991,1,107.7,94.03,89.4,93.4,182.34
1992,0,100,100,80,60,120
1993,0,100.08,99.9,80.1,60.96,121.37
1994,0,100.33,99.89,80.91,61.07,124.78
1995,0,100.73,99.67,81.68,63.99,124.89
1996,0,100.93,99.65,81.96,64.48,125.03
1997,0,101.46,99.19,82.79,64.55,128.15
1998,0,102,99.03,83.91,65.53,128.55
1999,0,102.36,98.86,84.24,69.73,129.24
2000,0,102.43,98.22,84.77,70.39,136.57
2001,0,103.1,97.95,85.01,71.01,137.42
2002,0,103.16,97.93,85.3,72.28,139.17
2003,0,103.18,97.87,86.54,72.36,139.9
2004,0,103.3,97.47,86.9,72.37,141.8
2005,0,103.72,97.41,86.97,74.69,146.74
2006,0,103.81,97.25,87.73,75.08,150.84
2007,0,103.81,97.01,88.66,75.52,151.28
2008,0,104.3,96.96,89.47,78.79,151.66
2009,0,104.53,96.39,90.57,79.23,152.21
2010,0,104.96,96.37,90.6,79.9,152.63
2011,0,105.35,96.28,90.62,81.46,155.66
2012,0,105.78,96.06,91.29,84.51,157.92
2013,0,106.64,95.58,91.32,85.42,158.61
2014,0,107.2,95.52,92.27,86.07,159.48
2015,0,107.41,95.33,92.83,86.33,168.56
2016,0,107.43,95.28,93.09,86.82,169.67
2017,0,108.22,95.11,93.16,88.07,173.36
2018,1,108.71,94.85,93.52,89.24,176.29
2019,0,100,100,80,60,120
2020,0,100.14,99.96,81.15,62.77,127.84
2021,0,100.35,99.82,81.24,63.66,128.18
2022,0,101.16,99.63,81.66,65.22,128.91
2023,0,101.27,98.92,82.54,66.57,133.49
2024,0,101.37,98.73,83.53,68.72,136.16
2025,0,101.41,97.77,84.39,69.5,136.57
2026,0,101.43,97.68,84.42,69.77,139.04
2027,0,101.9,97.66,84.84,71.53,139.25
2028,0,102.04,97.31,84.99,73.57,140.49
2029,0,102.12,97.24,85.51,74.18,140.54
2030,0,102.55,97.2,86.07,74.43,140.94
2031,0,102.66,97.19,87.28,76.26,141.5
2032,0,103.19,96.96,89.3,77.31,143.4
2033,0,103.72,96.54,90.5,78.86,148.42
2034,0,103.82,96.05,90.81,79.5,152.21
2035,0,103.84,95.5,90.98,81.48,153.47
2036,0,104.36,95.4,91.14,81.76,155.68
2037,0,104.51,95.27,91.38,82.71,164.21
2038,0,105.21,95.25,91.56,82.84,164.56
2039,1,105.33,94.89,91.85,83.49,165.98
2040,0,100,100,80,60,120
2041,0,100.06,99.95,80.99,60.12,124.09
2042,0,100.08,99.75,81.05,64.03,124.32
2043,0,100.83,99.29,81.05,65.15,126.95
2044,0,103.02,98.95,81.09,65.84,140.06
2045,0,103.04,98.89,82.21,65.94,141.33
2046,0,103.13,98.41,82.5,67.13,151.7
2047,0,103.43,98.25,83.29,67.44,158.45
2048,0,104.5,97.41,83.53,67.53,159.51
2049,0,104.6,97.39,83.74,68.64,166.32
2050,0,104.79,97.39,84.45,72.18,168.99
2051,0,105.12,97.38,85.97,72.76,170.28
2052,0,105.33,96.82,86.75,73.19,171.17
2053,0,105.78,96.64,87.08,74.33,179.32
2054,0,106.02,96.51,87.27,75.65,184.76
2055,0,106.24,96.5,87.44,75.79,187.83
2056,0,107.24,96.28,87.57,78.16,189.5
2057,0,107.53,96.24,88.1,79.23,190.34
2058,0,108.04,95.9,88.29,79.57,192.58
2059,0,108.99,95.88,88.57,80.78,196.1
2060,0,109.87,95.5,88.91,81.75,198.85
2061,0,109.98,95.27,89.52,83.55,207.78
2062,1,110.19,94.91,90.91,85.5,217.3
2063,0,100,100,80,60,120
2064,0,100.02,99.6,80.61,63.2,120.37
2065,0,100.11,99.16,82.17,66.61,124.78
2066,0,100.48,99.15,82.66,66.92,126.46
2067,0,100.57,99,83.55,67.45,128.18
2068,0,100.78,98.83,84.88,67.7,128.35
2069,0,101.17,98.62,85.19,68.36,134.08
2070,0,101.39,98.58,85.47,68.95,135.21
2071,0,101.41,98.52,86.09,69.04,136.23
2072,0,101.63,98.44,86.32,70.09,136.45
2073,0,101.92,97.22,86.61,70.54,139.31
2074,0,102.16,96.66,87.53,72.99,140.47
2075,0,103.18,96.57,87.54,76.02,143.77
2076,0,104.18,96.57,87.83,77.16,146.28
2077,0,104.48,96.57,87.93,77.27,148.12
2078,0,105.18,96.42,88.23,77.99,150.55
2079,0,105.43,96.16,88.46,80.61,152.19
2080,0,105.47,95.76,89.46,80.96,153.55
2081,0,105.71,95.33,89.6,81.01,154.07
2082,1,105.96,94.26,89.77,81.97,155.49
2083,0,100,100,80,60,120
2084,0,100.97,99.96,80.08,61.47,120.12
2085,0,102.02,99.82,81.27,61.62,121.62
2086,0,102.82,99.76,81.36,61.94,121.74
2087,0,103.66,99.58,81.67,63.88,122.5
2088,0,103.91,99.47,82.32,64.04,143.12
2089,0,104.03,99.39,82.97,66.84,145.89
2090,0,104.26,98.45,82.97,66.93,152.31
2091,0,105.09,98.36,83.15,67.96,153.16
2092,0,105.36,96.85,83.29,68.15,153.18
2093,0,105.52,96.68,84.38,68.22,155.23
2094,0,105.57,95.57,85.93,68.89,157.1
2095,0,105.75,95.46,86.37,69.23,159.91
2096,0,105.85,95.25,87.79,69.9,160.83
2097,1,105.87,94.89,87.98,70.41,162.73
2098,0,100,100,80,60,120
2099,0,100.07,99.85,81.65,61.28,120.61
2100,1,100.1,99.72,82.69,61.33,122.3
2101,0,100,100,80,60,120
2102,0,100.16,99.91,80.72,60.71,127.39
2103,0,100.28,99.53,81.1,62.04,132.77
2104,0,100.4,99.5,81.9,64.14,137.53
2105,0,100.71,98.83,81.94,66.01,140.27
2106,0,100.85,98.04,82.02,67.16,140.79
2107,0,101.19,97.85,82.65,69.15,141.51
2108,0,101.4,97.79,83.07,71.23,144.19
2109,0,101.59,97.78,84.2,74.49,144.65
2110,0,102.03,97.54,84.57,74.84,145.56
2111,0,102.06,97.26,84.92,75.12,150.31
2112,0,102.29,97.25,85.41,75.57,150.66
2113,0,103.5,97.22,85.48,75.82,156.73
2114,0,103.85,97.03,85.91,76.05,162.35
2115,0,103.96,96.59,86.05,77.74,163.53
2116,1,104.17,95.79,86.07,78.56,168.03
2117,0,100,100,80,60,120
2118,0,100.01,99.53,80.29,60.03,121.75
2119,0,100.39,99.08,80.46,65.5,124.35
2120,0,101.3,99.06,80.71,65.76,125.01
2121,0,101.92,98.57,81.72,66.17,134.83
2122,0,102.12,98.29,82.28,66.8,138.3
2123,0,102.26,98.11,82.67,66.91,147.13
2124,0,102.62,97.74,83.01,67.35,149.54
2125,0,103.94,97.37,83.48,67.56,150.79
2126,0,103.95,97.08,83.58,68.11,152.76
2127,0,104.21,97.02,83.58,70.61,152.87
2128,0,104.75,96.97,84.27,70.88,153.01
2129,0,104.8,96.94,84.91,70.92,153.69
2130,0,105.5,96.87,84.93,71.5,154.33
2131,0,105.92,96.47,85.11,72.5,156.27
2132,0,106.32,96.08,85.3,73.22,159.01
2133,0,106.62,95.65,85.47,73.65,160.75
2134,1,107.32,94.99,85.82,80.12,161.45
2135,0,100,100,80,60,120
2136,0,101.56,99.99,80.37,60.97,132.81
2137,0,101.67,99.77,80.44,63.38,134.13
2138,0,102.1,99.66,80.73,66.49,135.07
2139,0,102.14,99.51,80.81,67.92,135.34
2140,0,102.54,99.49,80.92,68.35,136.24
2141,0,102.86,99.4,80.99,68.95,136.38
2142,0,103.05,99.34,81.75,69.09,137.28
2143,0,103.22,99.2,81.84,69.59,139.82
2144,0,103.35,98.59,81.88,70.45,147.61
2145,0,103.73,98.57,81.94,72.66,148.39
2146,0,104.75,98.56,82.09,72.84,149.15
2147,0,106.48,98.3,82.67,73.02,149.6
2148,0,106.8,98.16,82.85,73.48,153.62
2149,0,107.48,97.44,83,74.6,157.85
2150,0,108.34,97.38,83.28,75.42,173.29
2151,0,108.4,96.96,84.19,75.75,187.61
2152,0,108.85,96.66,84.83,77.48,192.1
2153,0,109.12,96.6,85.56,78.2,193.1
2154,0,109.53,95.53,89.85,78.38,193.21
2155,0,109.6,95.35,90.99,79.23,196.83
2156,0,109.71,95.31,91.48,84,199.39
2157,0,109.86,95.1,91.61,85.26,199.59
2158,1,109.95,94.75,91.64,85.67,199.63
2159,0,100,100,80,60,120
2160,0,100.16,99.93,81.48,62.09,122.74
2161,0,100.29,99.87,82.32,62.95,126.22
2162,0,100.36,99.75,82.62,63.81,126.36
2163,0,101.02,99.75,82.82,64.11,128.01
2164,0,101.26,99.48,83.2,64.28,132.31
2165,0,101.55,99.35,83.86,67.74,133.79
2166,0,102.14,99.34,84.05,70.58,140.84
2167,0,102.16,99.1,84.13,72.38,142.76
2168,0,102.52,98.71,85.46,74.75,143.49
2169,0,102.53,98.36,85.54,75.15,146.84
2170,0,102.96,97.95,86.51,77.29,149.7
2171,0,103.29,97.62,87.54,78.76,150.88
2172,0,104.27,97.16,87.61,79.02,153.08
2173,0,104.73,97.09,88.69,79.63,153.76
2174,0,104.95,97,89.43,80.24,158.74
2175,0,105.57,96.95,89.96,82.29,161.28
2176,0,105.75,96.68,90.15,82.9,163.51
2177,0,105.8,96.33,90.73,84.18,171.86
2178,0,106.03,96.14,90.92,87.68,172.48
2179,0,106.41,95.94,91.14,89.79,173.93
2180,0,106.65,95.81,91.9,91.37,174.28
2181,0,106.91,95.68,92.16,92.48,178.27
2182,0,107.5,95.55,92.53,93.01,180.22
2183,0,107.58,95.52,93.11,94.05,181.67
2184,0,108,95.45,93.52,98.45,181.91
2185,1,108.67,94.76,93.84,98.94,191.83
2186,0,100,100,80,60,120
2187,0,100,99.86,80.08,64.1,121.35
2188,0,100.01,99.4,80.84,66.06,121.5
2189,0,100.54,99.27,81.44,69.78,123.24
2190,0,100.73,98.86,82.5,70.75,124.93
2191,0,100.79,98.66,82.69,71.48,132.82
2192,0,100.96,98.48,83.23,72.43,134.97
2193,0,101.2,98.23,83.53,73.73,138.57
2194,0,101.27,98.02,83.54,74.25,141.09
2195,0,101.48,97.98,83.64,75.47,145.45
2196,1,102.03,97.96,84.19,77.01,151.68
2197,0,100,100,80,60,120
2198,0,100.65,99.91,81.1,62.72,121.91
2199,0,101.49,99.69,82.09,64.2,123.2
2200,0,101.74,99.18,82.1,66.64,129.54
2201,0,102.04,98.72,82.3,68.94,130.94
2202,0,102.11,98.58,82.5,70.52,131.38
2203,0,102.13,98.16,83.25,71.36,132.05
2204,0,102.75,98.15,83.26,72.38,138.63
2205,0,102.75,97.46,83.28,72.43,139.86
2206,0,103.54,97.12,84.74,72.89,141.67
2207,0,104.43,97.06,84.87,73.69,143.65
2208,0,104.87,96.96,85.69,75.61,144.6
2209,0,105.31,96.89,86.24,76.6,144.76
2210,0,106.43,96.83,86.61,77.48,145.14
2211,0,106.7,95.98,89.18,77.73,145.68
2212,0,106.84,95.92,89.39,79.54,149.2
2213,0,107.07,95.45,89.44,79.64,154.54
2214,0,108.08,95.39,89.84,79.83,155.76
2215,0,108.25,95.27,89.95,84.64,164.6
2216,0,108.38,95.21,91.22,85.51,165.07
2217,1,108.79,94.69,91.57,85.99,171.3
2218,0,100,100,80,60,120
2219,0,100.53,99.66,80.83,60.27,120.09
2220,0,100.53,99.52,82.75,61.23,123.51
2221,0,100.93,99.3,83.65,61.69,130.67
2222,0,101.14,99.2,83.89,63.43,131.47
2223,0,101.28,98.52,84.25,64.5,131.88
2224,0,101.37,98.12,84.73,65.04,139.76
2225,0,102.51,98.07,85.76,65.98,142.98
2226,0,103.32,98.02,86.07,66.05,145.49
2227,0,103.46,97.72,86.21,66.84,147.7
2228,0,103.59,97.55,86.66,67.25,149.35
2229,0,103.79,97.03,87.1,69.01,150.48
2230,0,104.24,96.75,87.21,70.07,151.24
2231,0,104.76,96.42,88.52,70.18,154.59
2232,0,105.01,96.21,88.53,71.59,155.42
2233,0,105.12,95.98,88.56,73.32,160.5
2234,0,105.47,95.92,88.62,75.16,161.1
2235,0,105.51,95.91,88.67,77.13,165.91
2236,1,105.89,94.75,88.69,78.52,166.9
2237,0,100,100,80,60,120
2238,0,100.37,99.68,80.7,61.2,120.97
2239,0,100.45,99.55,80.72,62.64,121.43
2240,0,100.53,99.45,81.87,63.47,123.6
2241,0,100.74,99.31,82.21,65.02,124.82
2242,0,100.74,99.08,83.11,65.47,126.98
2243,0,100.84,99.06,83.64,67.16,129.78
2244,0,101.18,98.95,84.41,67.8,131.67
2245,0,101.9,98.29,84.77,68.57,132.37
2246,0,102.02,97.57,84.99,71.21,134.42
2247,0,102.2,97.35,85.86,71.52,135.96
2248,1,102.31,97.03,87.33,72.42,137.28
2249,0,100,100,80,60,120
2250,0,100.05,99.83,81.87,60.09,124.47
2251,0,100.31,99.74,82.9,60.91,125.11
2252,0,100.6,99.09,83.3,61.08,127.87
2253,0,100.78,99.08,83.39,61.16,129.17
2254,0,100.79,98.45,83.83,61.69,129.42
2255,0,100.84,98.12,84.58,61.74,130.82
2256,0,100.98,97.75,84.9,65.06,131.75
2257,0,102.2,97.72,85.2,66.35,137.32
2258,0,102.35,97.37,86.11,67.78,147.53
2259,0,102.69,97.37,86.22,72.09,149.13
2260,0,102.72,97.22,86.24,73.2,158.98
2261,0,103.11,97.09,87.51,73.22,159.37
2262,0,103.13,96.98,89.04,73.8,160.9
2263,0,103.21,96.7,89.27,73.9,165.66
2264,0,103.22,96.53,91.08,75.03,166.39
2265,0,103.51,96.22,91.35,76.09,170.78
2266,0,103.57,96.18,91.6,80.35,174.76
2267,0,103.72,96.11,91.61,81.16,179.43
2268,0,104.93,95.84,91.69,81.43,181.64
2269,0,104.99,95.62,92.27,82.07,181.8
2270,0,105.61,95.48,92.83,82.92,182.08
2271,0,106.53,95.16,94.14,83.02,182.38
2272,1,106.9,94.97,95.4,84.36,186.81
2273,0,100,100,80,60,120
2274,0,100.2,99.88,80.24,61.06,121.13
2275,0,100.24,99.68,80.31,61.38,123.13
2276,0,100.29,99.16,80.38,61.88,125
2277,0,100.96,98.61,81.55,62.65,126.47
2278,0,101.19,98.59,81.87,63.13,135.07
2279,0,101.32,97.56,82.2,66.19,135.97
2280,0,101.61,97.22,82.25,66.46,138.04
2281,0,101.62,96.84,82.28,66.86,138.68
2282,0,102.55,96.39,83.38,68.3,139
2283,0,102.7,95.81,83.4,68.88,139.03
2284,0,102.81,95.7,84.4,70.94,151.4
2285,0,102.88,95.62,84.5,71.33,152.24
2286,0,102.94,95.62,86.25,72.25,154.18
2287,0,103.16,95.55,87.71,73.06,155.65
2288,0,103.53,95.45,87.78,73.11,156.25
2289,0,103.58,95.45,88.24,73.43,156.75
2290,1,103.6,94.84,88.89,75.06,158.01
2291,0,100,100,80,60,120
2292,0,100.47,99.92,80.01,60.27,122.75
2293,0,100.65,99.89,81.44,61.25,123.56
2294,0,100.67,99.45,83.31,63.07,128.5
2295,0,101.01,99.43,84.39,63.2,134.55
2296,0,101.29,99.06,84.5,63.63,136.08
2297,0,101.43,98.97,85.78,64.63,137.43
2298,0,101.78,98.58,86.49,66.39,138.27
2299,0,102.14,98.32,88.16,67.04,138.52
2300,0,102.33,97.54,88.22,67.18,141.92
2301,0,102.84,96.62,88.93,67.59,142.43
2302,0,102.87,96.53,89.05,67.96,142.85
2303,0,103.12,96.27,89.84,68.06,142.92
2304,0,104.64,96.21,90.14,76.12,143.75
2305,0,104.85,96.14,90.56,76.68,147.07
2306,0,105.69,95.97,90.79,76.81,150.09
2307,0,106.19,95.8,91.64,78.69,151.44
2308,0,107.04,95.8,92.37,79.58,153.71
2309,0,107.23,95.67,92.79,79.74,154.29
2310,0,107.49,95.67,93.05,80.72,155.73
2311,0,107.72,95.66,93.07,82.19,156.91
2312,0,107.79,95.45,93.19,83.02,157.87
2313,0,108.01,95.42,93.26,83.05,158.65
2314,0,108.13,95.03,93.5,83.91,160.79
2315,1,108.2,94.58,93.8,84.22,162.46
2316,0,100,100,80,60,120
2317,0,100.47,99.96,81.1,61.37,123.57
2318,0,100.9,99.77,81.21,63.65,123.73
2319,0,101.92,99.66,82.15,63.89,125.15
2320,0,103.11,98.5,82.24,65.12,139.3
2321,0,103.56,98.4,82.41,67.22,145.07
2322,0,104.07,98.15,82.5,68.22,147.32
2323,0,104.38,97.89,82.53,69.55,147.39
2324,0,104.63,97.34,83.04,69.97,148.12
2325,0,104.8,97.27,83.27,70.63,149.9
2326,0,104.94,96.9,84.43,72.14,155.72
2327,0,105.28,96.73,84.43,73.71,155.91
2328,0,105.3,96.67,85.2,74.67,156.28
2329,0,105.46,96.6,85.4,76.46,156.77
2330,0,105.47,96.6,86.35,76.61,162.41
2331,0,105.82,96.3,86.72,76.91,165.14
2332,0,106.27,95.68,86.91,79.12,169.37
2333,0,107.38,95.37,87.5,79.77,172.97
2334,0,107.72,95.22,87.57,80.1,173.25
2335,0,107.91,95.15,87.94,80.67,173.33
2336,0,107.99,95.05,89.87,82.96,174.58
2337,1,108.08,94.5,90.46,82.99,174.61
2338,0,100,100,80,60,120
2339,0,100.22,99.51,80.1,60.69,122.12
2340,0,100.31,98.21,80.29,61.26,131.52
2341,0,100.79,97.83,80.41,61.37,133.73
2342,0,101.37,97.63,80.69,61.52,134.51
2343,0,101.42,97.59,81.66,66.67,134.84
2344,0,101.43,97.47,81.84,67.03,137.37
2345,0,101.56,97.37,82.15,67.17,142.12
2346,0,101.62,97.24,82.33,67.21,145.32
2347,0,102.56,97.19,83.03,67.71,146.05
2348,0,102.78,97.18,83.43,68.38,150.61
2349,0,103.83,97.01,83.98,68.48,154.42
2350,0,104.08,96.96,84.02,68.83,155.97
2351,0,104.73,96.9,84.64,68.97,156.6
2352,0,104.73,96.21,84.85,75.54,157.07
2353,0,105.16,95.66,85.34,76.52,159.58
2354,0,105.27,95.22,85.49,76.59,162.78
2355,1,106.07,94.68,85.76,78.43,166.1
2356,0,100,100,80,60,120
2357,0,100.16,99.73,80.08,60.51,120.24
2358,0,100.26,99.58,80.87,60.81,122.87
2359,0,100.79,99.3,82.72,61.3,127.52
2360,0,100.93,99.3,83.14,62.49,130.45
2361,0,101.74,99.1,83.68,64.03,130.6
2362,0,102.04,98.67,84.21,64.15,137.73
2363,0,102.05,98.42,84.27,64.5,138.02
2364,0,102.14,98.38,84.66,66.05,138.41
2365,0,103.38,98.38,85.07,66.74,139.6
2366,0,103.59,97.93,85.51,67.02,140.16
2367,0,104.59,97.61,88.17,67.32,149.65
2368,0,104.92,97.37,88.51,67.44,152.97
2369,0,105.84,97.03,88.53,68.29,153.82
2370,0,105.87,96.97,89.2,69.91,155.65
2371,0,106.39,96.7,89.25,70.79,156.63
2372,0,106.94,96.59,90.66,71.51,159.36
2373,0,107.63,96.39,92.28,71.52,159.99
2374,0,107.99,96.06,94.57,72.74,161.34
2375,0,108.09,95.99,94.7,74.36,161.46
2376,0,108.74,95.92,94.97,74.94,164.45
2377,0,109,95.89,95.19,75.01,167.08
2378,0,109.48,95.55,95.49,75.6,167.39
2379,0,109.66,95.06,95.97,79.23,168.89
2380,1,109.73,94.83,96.1,79.89,173.09
2381,0,100,100,80,60,120
2382,0,100.36,99.25,80.1,60.64,121.81
2383,0,100.56,99.16,80.88,62.1,125.93
2384,0,100.74,99,81.32,63.14,127.06
2385,0,100.84,98.86,81.48,64.13,130.19
2386,0,101.07,98.8,81.48,65.44,138.32
2387,0,101.11,98.51,81.81,66.24,139.82
2388,0,101.53,98.47,82.19,67.54,140.79
2389,0,102.24,98.19,82.36,73.17,141.88
2390,0,102.27,97.96,82.77,74.27,142.93
2391,0,102.59,97.13,83,75.06,145.14
2392,0,102.88,97.02,84.24,75.61,146.23
2393,0,103.13,96.93,85.25,77.64,148.04
2394,0,103.21,96.87,85.81,78.55,148.15
2395,0,103.26,96.43,86.01,79.89,154.49
2396,0,103.38,96.01,88.23,80.83,154.81
2397,0,103.47,95.98,88.6,82.14,159.47
2398,0,103.61,95.26,88.69,82.27,159.72
2399,0,103.84,95.11,89.55,83.68,163.73
2400,1,104.38,94.84,90.3,84.09,165.05
2401,0,100,100,80,60,120
2402,0,100.02,99.35,80.59,60.75,120.94
2403,0,100.09,98.9,81.34,62.27,124.23
2404,0,100.62,98.83,81.6,62.52,125.69
2405,0,101.07,98.55,81.88,64.16,126.59
2406,0,101.12,98.34,82,65.31,135.85
2407,0,101.38,98.11,82.5,66.31,137.64
2408,0,101.45,97.81,83.07,66.56,137.88
2409,0,101.61,97.74,83.13,67.17,138.87
2410,0,101.87,97.63,83.73,68.38,141.45
2411,0,102.01,97.61,84.8,68.67,145.99
2412,0,103.15,97.55,85.65,70.42,146.96
2413,0,103.5,97.42,86.27,70.69,154.8
2414,0,103.52,97.3,86.85,71.78,158.11
2415,0,104.05,96.97,86.93,72.66,159.83
2416,0,104.34,96.89,87.89,74.14,168.15
2417,0,105.29,96.88,88.61,74.25,169.12
2418,0,106.15,96.81,88.96,74.38,169.32
2419,0,106.75,96.78,89,75.03,171.88
2420,0,108.02,96.72,90.45,76.35,174.88
2421,0,108.06,96.58,90.46,76.72,180.64
2422,0,108.18,96.52,90.91,77.07,182.17
2423,0,108.31,96.45,91.48,77.67,183.74
2424,0,108.4,96.18,92.63,78.3,190.75
2425,0,108.51,96.18,93.18,78.66,195.53
2426,0,108.61,95.94,93.45,78.71,198.35
2427,0,108.82,95.81,93.82,80.28,200.33
2428,1,108.83,94.82,94,82.59,202.33
2429,0,100,100,80,60,120
2430,0,100.02,99.64,80.23,60.89,120.21
2431,0,100.36,99.25,80.56,61.28,120.96
2432,0,100.53,99.17,80.82,63.55,123.84
2433,0,100.85,99.15,82.27,65.53,125.17
2434,0,100.92,99.02,83.43,66.2,126.17
2435,0,101.54,98.8,83.49,74.65,137.35
2436,0,101.63,98.65,84.11,76.82,138.82
2437,0,102.47,98.6,84.33,77.22,138.99
2438,0,102.51,98.53,84.87,78.23,142.01
2439,0,103.87,98.52,85.56,79.41,142.69
2440,0,104.37,98.46,85.74,80.13,145.11
2441,0,104.55,98.25,86.84,81.09,151.33
2442,0,105.04,98.13,88.1,82.11,151.52
2443,0,105.09,97.58,88.48,82.11,152.28
2444,0,105.33,97.56,88.67,82.74,155.71
2445,0,105.79,97.39,89.49,84.38,157.32
2446,0,105.99,96.95,89.59,85.15,157.39
2447,0,106.04,96.44,89.89,85.2,161.89
2448,0,106.61,95.93,91.25,85.73,163.15
2449,0,107.6,95.92,91.45,88.57,165.67
2450,0,107.68,95.88,92.08,89.4,165.8
2451,0,107.73,95.59,92.62,91.54,170.35
2452,0,107.91,95.36,92.77,92.08,171.48
2453,0,108.05,95.04,92.79,92.63,174.16
2454,1,108.15,94.13,93.14,93.14,174.23
2455,0,100,100,80,60,120
2456,0,100.17,99.96,80.38,61.17,120.45
2457,0,100.64,99.96,80.57,61.75,120.58
2458,0,100.85,99.54,80.81,65.21,121.01
2459,0,101.13,99.36,81.47,68.44,121.15
2460,0,102.43,98.61,81.74,69.28,122.47
