Period,Failures,Pressure,Speed,Temperature,Sound,Vibration
2359,0,102.04,97.36,80.83,73.55,128.78
2360,0,102.22,95.2,80.95,74.82,129.36
2361,0,102.22,95.06,81.26,75.57,129.69
2362,0,102.24,95.05,81.39,76.64,129.88
2363,0,102.72,93.54,81.42,77.51,130.25
2364,0,103.08,92.98,81.73,83.42,131.39
2365,0,104.02,92.7,81.84,85.94,132.34
2366,0,104.52,92.42,81.88,87.95,132.54
2367,0,104.81,92.21,81.95,89.19,132.62
2368,0,104.96,91.72,81.97,91.01,132.66
2369,0,105.68,90.32,83.23,91.63,133.08
2370,0,106.08,90.08,83.29,92.6,133.4
2371,1,106.75,89.87,83.32,93.57,136.69
2372,0,100,100,80,60,120
2373,0,100.16,99.36,80.03,60.41,121.13
2374,0,100.25,99.34,80.09,61.67,123.43
2375,0,100.3,98.84,80.43,62.89,124.19
2376,0,100.5,98.57,80.64,65,126.74
2377,0,100.85,97.9,80.76,66.75,127.46
2378,0,101.06,97.73,80.83,75.57,127.88
2379,0,101.2,97.49,80.92,75.69,128.81
2380,0,103.66,96.9,81,76.12,130.86
2381,0,103.88,96.02,81.15,76.78,131.49
2382,0,104.52,95.76,81.49,77.93,132.73
2383,0,104.72,94.19,81.64,79.99,133.07
2384,0,104.93,93.68,81.87,80.06,133.68
2385,0,105.17,92.9,82.07,80.29,136.18
2386,0,105.27,92.45,82.38,81.71,138.8
2387,0,106.38,92.01,82.44,83.44,139.11
2388,0,106.73,90.69,82.54,83.95,141.02
2389,0,107.6,90.26,83.1,84.29,143.66
2390,0,108.8,90.09,83.64,85.04,144.36
2391,1,109.24,88.3,83.85,93.27,144.88
2392,0,100,100,80,60,120
2393,0,100.47,99.74,80.68,60.02,120.56
2394,0,100.77,99.58,80.78,60.93,122.3
2395,0,100.97,98.74,80.84,61.06,126.2
2396,0,101,98.57,80.89,64.97,130.01
2397,0,101.51,97.45,80.94,65.13,131.52
2398,0,101.98,94.75,81.43,67.31,132.29
2399,0,102.04,94.02,81.81,68.14,132.61
2400,0,102.43,92.19,82.05,69.38,133.31
2401,0,103.35,91.91,82.46,71.37,134.82
2402,0,103.62,91.48,82.53,72.3,138.01
2403,0,103.81,91.39,82.64,72.35,138.45
2404,1,104.39,89.8,83.29,75.93,139.93
2405,0,100,100,80,60,120
2406,0,100.97,99.35,80.17,60.16,121.56
2407,0,101.01,98.45,80.2,60.58,122.58
2408,0,101.06,97.01,80.52,61.09,124.09
2409,0,101.44,96.36,80.58,62.73,124.43
2410,0,101.49,95.86,80.67,62.94,124.46
2411,0,101.71,94.42,80.75,65.12,126.94
2412,0,101.84,90.68,80.95,66.85,129.32
2413,0,102.03,90.23,81.16,67.55,129.83
2414,1,102.17,89.13,81.33,72.07,130.89
2415,0,100,100,80,60,120
2416,0,100.17,99.55,80.66,63.39,120.22
2417,0,100.53,99.25,80.78,64.54,121.05
2418,0,100.79,99.1,81.28,64.59,128.23
2419,0,100.8,98.71,81.56,65.22,130.77
2420,0,101.91,96.07,81.63,67.39,132.56
2421,0,102.49,96.06,81.89,67.84,133.29
2422,0,102.51,95.55,81.97,73.76,134.67
2423,0,102.66,92.17,82.66,77.88,134.92
2424,0,102.73,91.95,83.03,79.97,134.95
2425,0,102.84,91.83,83.26,80.28,135.75
2426,0,103.16,91.18,83.35,82.4,137.34
2427,0,104.15,90.37,83.37,83.28,137.79
2428,1,104.17,89.61,83.55,83.59,138.99
2429,0,100,100,80,60,120
2430,0,100.22,97.97,80.11,63.37,120.11
2431,0,100.81,96.82,80.13,64.04,122.4
2432,0,102.09,96.63,80.5,65.6,125.15
2433,0,102.84,95.64,80.61,65.89,126.37
2434,0,103.32,95.09,80.86,68.26,127.07
2435,0,103.5,94.55,80.93,68.36,127.87
2436,0,104.3,93.49,80.94,68.44,129.47
2437,0,104.48,93.2,81.04,70.34,130.53
2438,0,104.6,92.7,81.2,71.9,135.21
2439,0,104.67,92.46,81.36,72.27,136.44
2440,0,105.44,91.65,81.49,74.2,136.95
2441,0,105.87,91.24,81.56,75.55,137.87
2442,0,106.08,91.18,81.77,76,138.32
2443,0,106.26,90.95,81.78,76.75,138.73
2444,0,106.54,90.09,82.73,77.47,138.8
2445,1,107.23,88.67,83.09,78.24,139.69
2446,0,100,100,80,60,120
2447,0,100.07,97.21,80.01,63.38,120.42
2448,0,101.18,96.04,80.02,63.55,126.57
2449,0,101.22,95.39,80.21,64.49,130.47
2450,0,101.33,94.88,80.36,65.67,133.05
2451,0,101.83,94.79,80.54,65.77,133.99
2452,0,101.88,93.97,80.68,68.66,137
2453,0,103.64,92.19,80.75,71.93,139.9
2454,0,103.9,91.66,80.77,72.53,140.98
2455,0,104.1,91.29,80.99,73.67,141.45
2456,0,104.15,91.11,81.1,73.98,141.91
2457,0,104.49,90.53,81.14,74.57,143.64
2458,1,106.13,88.89,81.2,74.65,146.81
2459,0,100,100,80,60,120
2460,0,100.03,99.33,80,62.27,121.23
2461,0,100.08,99.13,80.03,63.35,124.67
2462,0,100.18,97.77,80.08,65.02,127.4
2463,0,100.55,97.33,80.13,65.59,128.83
2464,0,100.56,95.45,80.18,66.07,129.33
2465,0,100.64,94.15,80.37,68.47,129.33
2466,0,100.85,94.08,80.44,68.78,130.16
2467,0,101.13,92.93,80.52,69.14,130.77
2468,0,101.22,91.74,80.66,71.01,130.83
2469,0,101.3,91.71,80.92,73.58,131.75
2470,0,101.98,91.69,81.1,74.01,132.57
2471,0,102.2,90.28,81.21,75.15,133.04
2472,1,103.11,87.68,81.21,75.67,133.24
2473,0,100,100,80,60,120
2474,0,100.19,99.76,80.28,60.48,121.83
2475,0,100.38,98.24,80.44,60.7,122.22
2476,0,100.71,97.21,80.54,60.94,122.3
2477,0,100.77,96.67,80.83,61.43,124.04
2478,0,100.8,96.21,81.03,61.87,124.53
2479,0,101.58,95.7,81.24,62.05,131.17
2480,0,101.7,95.28,81.41,62.53,131.39
2481,0,101.9,95,81.63,62.68,133.26
2482,0,102.09,94.36,81.73,64.69,133.67
2483,0,102.25,94.24,81.89,65.63,134.78
2484,0,102.59,93.75,81.94,68.6,136.49
2485,0,102.68,93.28,82.34,70.97,137.41
2486,0,102.93,93.24,82.49,75.54,137.82
2487,0,102.97,92.07,82.99,76.18,142.18
2488,0,103.3,91.57,83,76.58,142.89
2489,0,103.33,91.44,83.11,77.44,143.18
2490,0,103.58,91.18,83.34,77.86,143.5
2491,1,103.83,89.05,83.39,78.29,143.58
2492,0,100,100,80,60,120
2493,0,100.03,99.52,80.04,60.28,120.94
2494,0,100.3,99.21,80.66,60.34,121.52
2495,0,100.49,99.1,80.74,60.57,122.92
2496,0,100.64,98.13,80.78,62.43,126.81
2497,0,100.87,97.4,80.81,63.43,127.18
2498,0,101.57,94.02,80.82,65.28,128.89
2499,0,101.58,93.24,80.97,65.77,129.67
2500,0,101.63,92.6,81.21,66.1,130.23
2501,0,101.76,91.93,82.16,66.2,132.88
2502,0,102.23,91.42,82.28,66.5,134.24
2503,0,102.45,91.2,82.28,71.07,136.31
2504,1,102.53,89.37,82.54,72.33,136.61
2505,0,100,100,80,60,120
2506,0,100.05,99.17,80.01,60.84,123.16
2507,0,100.42,95.71,80.38,60.96,123.95
2508,0,101.49,95.47,80.45,62.57,124.56
2509,0,102.02,93.84,80.48,68.75,126.09
2510,0,102.47,93.01,81.07,69.5,126.55
2511,0,102.59,92.02,81.72,69.81,128.5
2512,0,102.95,91.57,81.73,69.95,129.55
2513,1,103.11,89.81,81.74,72.09,133.14
2514,0,100,100,80,60,120
2515,0,100.03,99.11,80.03,60.27,120.23
2516,0,100.26,98.65,80.16,60.55,120.58
2517,0,100.35,97.4,80.17,61.54,120.76
2518,0,100.46,97.09,80.78,62.11,121.52
2519,0,100.5,96.64,81.48,62.41,121.88
2520,0,100.68,96.27,81.93,63.61,122.01
2521,0,100.84,95.62,82.14,64.17,123.47
2522,0,101,94.96,82.2,65.76,124.43
2523,0,101.13,93.88,82.28,66.58,124.62
2524,0,102.11,93.46,82.5,69.04,126.29
2525,0,103.01,92.54,82.84,69.48,126.41
2526,0,104.11,91.63,82.93,69.99,126.9
2527,0,104.37,90.78,83.37,71.3,128.09
2528,1,104.44,89.33,83.43,74.5,129.88
2529,0,100,100,80,60,120
2530,0,100.57,97.85,80.46,60.34,122.26
2531,0,100.79,97.1,80.54,63.02,123.05
2532,0,100.97,96.79,80.71,65.53,126.44
2533,0,101.23,95.84,80.75,67.06,128.38
2534,0,101.91,93.35,80.86,68.96,130.63
2535,0,101.91,92.51,80.99,69.26,131.76
2536,0,102.06,91.02,81.02,69.6,132.23
2537,0,102.32,90.56,81.38,70.84,132.73
2538,0,102.5,90.48,81.41,71.15,132.97
2539,1,102.88,89.85,81.93,71.98,135.41
2540,0,100,100,80,60,120
2541,0,101.23,99.18,80.07,60.8,122.91
2542,0,101.24,98.84,80.31,61.12,123.16
2543,0,101.45,98.46,80.42,62.2,123.29
2544,0,101.89,98.17,80.46,62.96,124.08
2545,0,102.21,96.62,80.66,64.72,130.27
2546,0,102.24,93.81,81,65.14,130.84
2547,0,102.39,92.43,81.15,65.77,131.44
2548,0,102.58,92.41,81.36,65.97,132.05
2549,0,102.97,91.1,81.44,66.78,133.2
2550,0,103.29,90.39,81.74,66.87,133.44
2551,1,104.19,88.82,81.91,68.43,136.56
2552,0,100,100,80,60,120
2553,0,100.08,98.87,80.15,60.76,122.45
2554,0,100.21,97.79,80.21,66.47,122.6
2555,1,100.93,94.73,80.28,67.1,122.86
2556,1,100,100,80,60,120
2557,0,100,100,80,60,120
2558,0,100.06,99.65,80.07,60.5,120.14
2559,0,100.13,96.28,80.16,62.64,126.75
2560,0,100.39,95.93,80.27,63.35,126.75
2561,0,100.65,95.47,80.65,63.97,126.87
2562,0,100.66,94.53,80.79,64.42,131.52
2563,0,100.8,93.09,80.91,64.6,132.35
2564,0,100.85,92.84,81.32,66.3,133.91
2565,0,100.97,91.28,81.38,67.17,134.04
2566,0,101.16,90.98,81.39,71.76,134.19
2567,1,101.18,88.3,81.47,72.16,135.63
2568,0,100,100,80,60,120
2569,0,100.01,98.82,80.06,66.49,120.72
2570,0,100.18,98.06,80.06,69.66,122.1
2571,0,100.58,97.07,80.29,73.34,122.36
2572,0,100.62,97.02,80.74,76.31,122.64
2573,0,100.68,95.85,80.84,77.46,123.48
2574,0,100.78,95.18,80.91,77.73,123.73
2575,0,100.85,94.24,80.97,77.92,124.4
2576,0,100.92,94.2,81.51,77.98,126.42
2577,0,101.01,93.89,81.61,84.23,126.46
2578,0,101.05,93.3,81.72,85.87,126.89
2579,0,101.18,92.49,81.88,87.56,131.93
2580,0,101.38,91.99,82.97,88.58,133.82
2581,0,101.69,91.65,83.18,89.35,135.2
2582,0,101.95,90.74,83.28,89.6,135.96
2583,1,101.96,89.8,83.34,90.77,137.06
2584,0,100,100,80,60,120
2585,0,100.09,99.64,80.1,60.46,120.02
2586,0,100.26,99.57,80.16,61.32,120.25
2587,0,100.38,99.46,80.94,61.8,121.96
2588,0,100.66,98.97,80.98,63.45,123.28
2589,0,101.59,98.92,81.05,64.79,124.8
2590,0,101.8,98.08,81.18,65.09,125
2591,0,102.25,97.69,81.42,65.73,129.51
2592,0,102.76,96.25,81.56,65.74,130.75
2593,0,102.96,95.52,81.78,66.13,131.19
2594,0,103.16,95.13,81.85,69.48,133.25
2595,0,103.67,95.03,82.23,69.83,134.69
2596,0,103.86,94.91,82.35,70.05,136.47
2597,0,104.17,94.44,82.35,72.57,136.85
2598,0,104.45,93.7,82.41,73.8,138.75
2599,0,104.73,93.34,82.43,74.04,139.7
2600,0,105.53,92.94,82.6,74.76,141.11
2601,0,105.7,92.53,82.67,74.99,141.69
2602,0,106.05,91.56,82.91,75.58,142.99
2603,0,106.33,90.07,82.94,76.68,143.33
2604,1,106.35,89.54,83.03,77.86,143.88
2605,0,100,100,80,60,120
2606,0,100.05,99.39,80.06,60.22,122.82
2607,0,100.13,99.07,80.18,61.6,125.5
2608,0,100.46,98.91,80.23,62.18,126.23
2609,0,100.47,97.89,80.47,64.11,129.31
2610,0,100.66,97.76,80.68,65.47,129.31
2611,0,101.08,97.65,80.96,69.37,130.02
2612,0,101.65,97.61,81.11,69.99,130.33
2613,0,102.02,96.89,81.35,71.53,131.13
2614,0,102.34,95.79,81.64,74.85,131.82
2615,0,102.4,95.76,81.68,76.89,132.58
2616,0,103.03,95.44,81.96,78.87,133.37
2617,0,103.19,94.63,82.16,79.99,134.22
2618,0,103.29,93.53,82.66,80.65,134.31
2619,0,103.47,92.72,82.67,81.37,134.91
2620,0,103.6,91.31,82.7,81.68,135.54
2621,0,103.73,90.29,82.92,81.84,136.91
2622,0,103.76,90.13,83.14,82.27,137.32
2623,1,104.45,89.51,83.27,82.94,139.72
2624,1,100,100,80,60,120
2625,0,100,100,80,60,120
2626,0,100.3,99.11,80.59,60.78,120.52
2627,0,100.36,98.91,80.61,63.49,125.91
2628,0,100.53,98.43,80.68,65.37,127.48
2629,0,101.2,98.13,80.99,66.48,129.48
2630,0,102.27,97.66,81.08,68.33,130.64
2631,0,102.28,97.42,81.39,69.26,130.74
2632,0,102.4,97.4,81.48,69.73,131.07
2633,0,102.43,97.07,81.98,72.68,136.48
2634,0,103.5,95.11,82.18,73.51,139.92
2635,0,103.95,95.03,82.36,73.67,145.02
2636,0,104.33,94.66,82.51,76.24,145.8
2637,0,104.72,94.16,82.56,78.74,146.3
2638,0,104.94,93.49,83.01,78.81,147.14
2639,0,104.96,92.64,83.39,78.92,147.14
2640,0,105.12,92.09,83.6,85.61,149.81
2641,1,105.24,88.08,83.83,87.06,149.83
2642,0,100,100,80,60,120
2643,0,100.4,99.71,80.04,60.9,120.09
2644,0,101.32,98.72,80.52,61.36,120.33
2645,0,101.34,98.38,80.52,61.39,122.19
2646,0,101.46,97.54,80.53,61.57,122.3
2647,0,101.66,97.3,80.63,62.18,122.55
2648,0,102.66,96.57,80.64,62.38,123.23
2649,0,102.97,96.48,80.7,62.48,123.38
2650,0,103.36,94.85,80.75,63.66,124
2651,0,103.41,94.14,80.76,64.46,124.99
2652,0,103.48,93.69,80.76,64.73,125.24
2653,0,103.77,91.41,81.57,64.79,125.43
2654,1,104.53,89.77,81.64,67.89,127.68
2655,0,100,100,80,60,120
2656,0,100.15,99.98,80.07,60.81,125.65
2657,0,100.74,98.23,80.09,62.03,126.4
2658,0,101.25,97.55,80.31,62.69,126.84
2659,0,101.27,96.99,80.39,65.81,128.59
2660,0,101.69,96.72,80.46,66.03,130.54
2661,0,101.76,96.51,80.78,67.09,130.84
2662,0,102.07,94.62,80.95,67.82,132.96
2663,0,102.57,94.57,81.24,68.01,133.11
2664,0,102.82,93.82,81.3,69.58,133.21
2665,0,102.83,93.25,81.45,69.95,133.44
2666,0,103.04,91.81,81.84,70.2,138.79
2667,0,103.57,90.67,82.29,70.87,139.58
2668,1,103.87,89.84,82.68,74.16,140.11
2669,0,100,100,80,60,120
2670,0,100.22,99.88,80.28,61.91,122.19
2671,0,100.7,99.47,80.3,62.97,125.95
2672,0,101.2,99,80.72,63.39,126
2673,0,102.3,96.51,80.83,63.6,127.74
2674,0,102.41,95.7,80.92,70.02,129.67
2675,0,102.51,94.73,80.98,70.67,134.54
2676,0,102.6,92.37,81.2,72.59,136.48
2677,0,103.22,92.01,81.25,75.77,136.79
2678,0,104.06,91.39,81.48,77.4,137.76
2679,1,104.22,89.82,81.81,77.46,138.68
2680,0,100,100,80,60,120
2681,0,100.5,99.01,80.16,61.69,120.72
2682,0,101.01,98.98,80.34,62.46,122.64
2683,0,101.25,96.8,80.46,62.68,123.15
2684,0,101.5,96.58,80.64,64.06,125.29
2685,0,101.65,95.9,80.65,64.86,125.39
2686,0,101.73,92.97,80.77,65.87,127.61
2687,0,102.03,91.28,80.85,67.06,128.91
2688,0,102.31,91.16,80.94,70.63,130.36
2689,0,102.74,90.56,81,74.63,130.95
2690,0,103.05,90.4,81.69,75.82,131.72
2691,0,103.66,90.39,82.04,76.08,133.54
2692,1,103.67,89.5,82.07,76.19,133.57
2693,0,100,100,80,60,120
2694,0,100.47,98.87,80.05,60.07,121.42
2695,0,100.67,98.32,80.31,60.47,122.54
2696,0,100.67,97.16,80.52,63.38,122.61
2697,0,100.7,96.67,80.63,63.4,126.2
2698,0,101,96.67,80.97,64.08,128.46
2699,0,101.64,95.75,81.28,64.71,129.18
2700,0,101.65,95.45,81.77,68.09,129.73
2701,0,101.87,94.81,81.83,69.27,129.86
2702,0,103.03,94.1,81.97,70.49,133.4
2703,0,103.15,93.51,82.03,73.02,133.72
2704,0,103.27,92.5,82.19,73.14,133.86
2705,0,103.59,91.6,82.32,74.44,137.17
2706,0,104.49,91.14,82.35,78.77,137.56
2707,0,104.78,90.46,82.5,79.05,138
2708,1,104.79,89.39,82.5,79.84,142.54
2709,0,100,100,80,60,120
2710,0,100.5,97.54,80.04,60.32,120.06
2711,0,100.71,97.01,80.07,60.75,122.98
2712,0,100.89,95.93,80.82,62.13,123.51
2713,0,100.95,95.91,80.91,66.11,123.89
2714,0,101.31,94.92,81.21,66.88,124.48
2715,0,101.42,92.59,81.31,68.31,124.98
2716,1,101.6,91.11,81.56,72.79,125.14
2717,0,100,100,80,60,120
2718,0,100.47,96.54,80.18,64.38,125.15
2719,0,100.71,94.94,80.34,66.83,126.01
2720,0,100.89,92.76,80.51,72.69,126.58
2721,0,101.25,92.16,80.54,74.23,126.77
2722,0,101.43,90.47,80.58,75.39,127.85
2723,1,101.61,88.7,80.75,75.51,128.81
2724,0,100,100,80,60,120
2725,0,100.13,97.12,80.55,60.82,121.74
2726,0,100.43,96.68,80.7,60.87,122.37
2727,0,100.95,96.52,80.74,62.76,123.26
2728,0,101.39,96.08,80.76,63.54,124.35
2729,0,101.41,95.51,80.96,64.76,124.53
2730,0,101.53,94.88,81.09,65.48,125.38
2731,0,101.86,94.68,81.16,67.49,126.02
2732,0,102.2,94.04,81.26,69.77,128.69
2733,0,102.52,93.72,81.4,69.83,129.88
2734,0,102.57,93.39,81.79,70.99,130.16
2735,0,102.75,90.57,81.88,72.46,131.19
2736,1,103.17,88.8,81.99,73.87,131.71
2737,0,100,100,80,60,120
2738,0,100.3,99.35,80.23,60.07,120.06
2739,0,100.85,98.99,81.65,61.67,120.77
2740,0,100.92,98.63,81.67,62.2,122.78
2741,0,101.14,97.71,81.71,65.34,122.83
2742,0,101.31,97.34,81.93,66.16,123.06
2743,0,101.53,95.19,81.96,66.37,123.16
2744,0,101.57,94.1,81.99,66.61,123.91
2745,0,102.43,93.38,82.3,67.36,125.24
2746,0,102.51,92.09,82.31,67.68,125.55
2747,0,102.94,91.31,82.47,68.11,128.1
2748,1,103.06,88.98,82.74,68.74,128.2
2749,0,100,100,80,60,120
2750,0,100.53,99.69,80.14,60.59,120.77
2751,0,100.6,99.69,80.31,62.11,121.48
2752,0,100.73,98.88,80.32,65.07,122.85
2753,0,100.97,98.53,80.41,66.25,123.99
2754,0,100.98,98.17,80.42,67.53,125.96
2755,0,101.13,96.74,80.51,67.72,130.32
2756,0,101.82,96.65,80.64,68.34,131.79
2757,0,101.93,96.25,80.95,69.05,132.51
2758,0,101.97,96.21,81.05,73.53,135.8
2759,0,102.15,95.96,81.23,74.9,137.06
2760,0,102.43,95.78,81.44,75.39,138.61
2761,0,102.54,92.88,81.6,75.64,140.46
2762,0,102.9,92.76,81.91,76.56,144.39
2763,0,102.94,92.46,82.16,77.81,144.48
2764,0,103.41,90.91,82.23,78.59,148.93
2765,1,103.87,89.86,82.49,79.24,149.56
2766,0,100,100,80,60,120
2767,0,100.58,99.56,80.04,60.93,120.22
2768,0,101.34,99.52,80.16,61.98,121.4
2769,0,101.34,99.02,80.19,63.12,124.7
2770,0,101.9,97.8,80.38,67.33,125.63
2771,0,102.14,96.54,80.46,71.16,126.89
2772,0,102.39,95.48,80.84,71.88,127.06
2773,0,102.59,95.12,81.01,74.95,127.39
2774,0,102.96,95.1,81.29,77.31,130.42
2775,0,103.48,94.11,82,80.48,130.81
2776,0,103.69,93.54,82.13,81.32,133.59
2777,0,104.58,92.7,82.36,85.23,134.77
2778,0,105.3,92.55,82.47,87.48,136.45
2779,0,105.43,91.49,82.52,89.48,137.71
2780,0,105.52,90.64,82.55,91.49,138.42
2781,1,105.94,89,82.61,94.24,139.09
2782,0,100,100,80,60,120
2783,0,100.39,96.57,80.01,62.54,121.9
2784,0,100.76,94.57,80.32,64.45,123.06
2785,0,101.42,92.66,80.73,64.71,123.12
2786,0,101.47,91.25,80.74,65.29,123.13
2787,0,102.34,91.22,80.81,65.39,123.16
2788,0,103.02,90.29,81.9,65.88,125.15
2789,1,103.11,88.9,82.07,66.33,125.56
2790,0,100,100,80,60,120
2791,0,100.1,99.71,80.08,61.05,120.27
2792,0,100.16,98.74,80.14,64.02,121.48
2793,0,100.24,97.62,80.15,64.42,122.39
2794,0,100.31,97.34,80.33,66.19,124.86
2795,0,100.43,97.02,80.39,66.32,125.36
2796,0,101.32,96.72,80.58,69.26,127.13
2797,0,101.55,95.88,80.85,70.22,128.84
2798,0,102.59,92.96,81.18,71.6,128.93
2799,0,102.97,92.83,81.2,73.13,129.01
2800,0,103.02,92.68,81.28,73.43,131.63
2801,0,103.16,92.6,81.43,74.68,132.87
2802,0,103.17,92.47,81.57,76.13,134.74
2803,0,103.58,91.85,81.66,78.91,135.14
2804,0,103.65,91.23,81.71,79.49,135.22
2805,0,104.08,90.73,81.73,79.52,136.6
2806,1,104.87,85.97,81.96,80.6,138.18
2807,0,100,100,80,60,120
2808,0,100.17,99.13,80.39,60.38,120.38
2809,0,100.37,97.2,80.88,62.51,121.26
2810,0,100.62,96.1,80.99,63.38,122.99
2811,0,101.2,95.71,81.05,67.56,125.59
2812,0,101.29,94.28,81.08,70.04,125.88
2813,0,102.14,94.18,81.49,71.97,127.52
2814,0,102.25,94.17,81.51,72.34,128.34
2815,0,102.31,93.4,81.57,73.32,128.37
2816,0,102.33,92.84,81.6,73.42,130.47
2817,0,102.35,91.44,81.64,73.71,130.48
2818,0,102.59,90.8,82.04,76.2,131.06
2819,1,102.69,89.2,82.34,77.27,132.06
2820,0,100,100,80,60,120
2821,0,100.14,99.13,80.41,60.08,121.51
2822,0,100.59,96.3,80.43,61.06,124.82
2823,0,100.61,96.24,80.86,64.26,125.19
2824,0,100.7,95.95,80.87,64.31,126.63
2825,0,101.03,92.88,80.95,64.6,127.79
2826,0,101.08,90.05,80.99,65.61,128.91
2827,1,101.09,87.92,81.5,68.22,136.23
2828,0,100,100,80,60,120
2829,0,100.58,99.51,80.03,60.11,121.72
2830,0,101.56,97.91,80.03,61.38,123.61
2831,0,102.14,97.17,80.18,61.42,124.07
2832,0,102.85,96.49,80.5,62.29,124.31
2833,0,102.93,95.35,80.56,62.37,124.92
2834,0,103.07,95.12,80.69,63.4,125.35
2835,0,105.01,94.24,80.86,66.81,125.68
2836,0,105.14,92.87,81.23,67.52,126.36
2837,0,106.08,92.53,81.36,69.77,127
2838,0,106.62,92.47,81.81,72.34,128.21
2839,0,107.24,92.3,82.16,74.33,129.48
2840,0,107.85,91.9,82.19,75.66,130.39
2841,0,108.09,91.01,82.42,75.89,131.28
2842,0,109.17,90.49,82.46,77.59,133.73
2843,0,109.32,90.43,83.15,78.59,134
2844,0,109.59,90.23,83.51,78.95,136.32
2845,1,110.41,89.7,83.6,80.87,137.74
2846,0,100,100,80,60,120
2847,0,100.8,98.65,80.07,63.44,120.65
2848,0,100.86,98.43,80.54,64.92,122.01
2849,0,100.92,98.43,80.56,65.04,122.19
2850,0,101.11,98.36,80.62,65.05,123.72
2851,0,102.25,97.95,80.73,67.15,124.13
2852,0,102.83,97.56,80.78,67.74,125.49
2853,0,102.83,96.99,80.95,68.36,125.83
2854,0,103.16,95.52,81.07,68.97,126.02
2855,0,103.52,94.51,81.28,69.62,128.64
2856,0,104.22,93.14,81.46,70.11,129.28
2857,0,104.33,91.7,81.77,70.62,129.39
2858,0,104.47,91.36,82.17,71.89,131.41
2859,0,104.53,90.5,82.22,73.95,134.52
2860,1,105,89.07,82.5,74.55,134.53
2861,0,100,100,80,60,120
2862,0,100.11,99.21,80.11,60.95,120.22
2863,0,100.23,98.46,80.17,61.21,122.6
2864,0,102.26,97.49,80.52,61.22,123.3
2865,0,102.6,95.61,81.34,61.77,124.26
2866,0,102.81,95.6,81.39,63.67,129.05
2867,0,102.81,94.46,81.53,63.89,131.9
2868,0,103.1,91.51,81.65,64.78,132.56
2869,0,103.52,91.13,81.68,66.04,133.98
2870,0,103.57,91.06,81.69,68.84,135.15
2871,0,103.84,91.02,81.95,69.03,136.42
2872,0,103.96,90.83,82.1,69.2,137.52
2873,0,104.56,90.78,82.16,70.11,140.4
2874,1,104.6,88.04,82.5,70.79,142.64
2875,0,100,100,80,60,120
2876,0,100.49,98.42,80.18,60.39,120.11
2877,0,100.69,98.28,80.28,60.45,123.95
2878,0,100.71,98.16,80.64,60.58,124.18
2879,0,100.72,98,80.64,60.64,125.24
2880,0,101.07,97.26,80.68,60.72,125.49
2881,0,101.16,96.84,80.86,60.75,128.13
2882,0,101.21,95.63,80.97,63.3,128.68
2883,0,101.57,93.95,80.98,65.26,130.7
2884,0,102.83,93.93,81.07,69.35,131.1
2885,0,103.86,93.8,81.26,71.83,131.72
2886,0,104.02,92.04,81.35,74.59,132.81
2887,0,104.38,90.96,81.35,74.98,132.96
2888,1,104.87,88.93,81.57,76.06,133.44
2889,0,100,100,80,60,120
2890,0,100.73,99.78,80.56,64.12,124.16
2891,0,101.47,99.73,80.68,66.06,127.6
2892,0,101.47,99.09,80.73,66.92,128.77
2893,0,101.84,98.22,80.87,73.65,129.23
2894,0,102.28,97.71,81.29,74.33,129.37
2895,0,102.85,97.64,81.42,74.8,133.29
2896,0,103.22,95.64,81.52,75.3,134.53
2897,0,103.49,94.86,81.62,76.63,135.7
2898,0,104.35,94.6,81.66,76.92,136.24
2899,0,105.18,94.16,81.7,79.68,137.81
2900,0,105.72,93.97,81.71,80.58,140.53
2901,0,105.8,92.68,81.85,82.48,142.28
2902,0,105.89,92.65,82.02,82.65,145.01
2903,0,106.08,91.24,82.12,83.32,146.34
2904,0,106.25,90.08,82.27,84.32,146.45
2905,1,106.43,89.32,82.43,85.48,147.04
2906,0,100,100,80,60,120
2907,0,100.65,99.73,80.18,60.1,120.8
2908,0,100.66,98.32,80.52,62.96,121.78
2909,0,100.95,97.48,80.53,63.35,123.36
2910,0,101.2,96.03,81.28,63.41,125.43
2911,0,101.69,95.78,81.65,63.68,127.57
2912,0,101.73,95.16,81.74,64.76,128.14
2913,0,102.3,93.01,82.12,64.87,130.96
2914,0,103.43,92.84,82.17,67.14,134.17
2915,0,103.52,91.45,82.21,67.8,136.93
2916,0,103.53,90.27,82.29,68.14,137.13
2917,1,104.01,89.09,82.3,68.41,137.15
2918,0,100,100,80,60,120
2919,0,100.01,98.95,80.06,60.25,120.87
2920,0,100.02,98.26,81.42,63.14,121.27
2921,0,100.27,97.98,81.47,66.94,121.67
2922,0,100.93,96.94,81.49,67.68,122.36
2923,0,101.15,96.24,81.53,68.11,122.94
2924,0,101.4,94.5,81.62,68.67,124.02
2925,0,101.44,93.06,81.93,74.1,124.29
2926,0,101.48,92.36,82.17,74.44,125.96
2927,0,101.65,92.11,82.21,75.33,126.64
2928,0,101.77,91.94,82.36,76.33,131.93
2929,0,102.08,91.05,82.43,76.65,133.27
2930,1,102.37,89.57,82.78,76.7,133.35
2931,0,100,100,80,60,120
2932,0,100.46,99.03,80.08,60.52,120.87
2933,0,100.47,98.28,80.11,60.76,121.45
2934,0,100.48,97.12,80.35,62.62,122.53
2935,0,101.02,96.64,80.64,63.38,122.66
2936,0,101.34,96.26,80.67,66.44,122.74
