Period,Pressure,Speed,Temperature,Sound,Vibration
2525,103.01,92.54,82.84,69.48,126.41
2526,104.11,91.63,82.93,69.99,126.9
2527,104.37,90.78,83.37,71.3,128.09
2528,104.44,89.33,83.43,74.5,129.88
2529,100,100,80,60,120
2530,100.57,97.85,80.46,60.34,122.26
2531,100.79,97.1,80.54,63.02,123.05
2532,100.97,96.79,80.71,65.53,126.44
2533,101.23,95.84,80.75,67.06,128.38
2534,101.91,93.35,80.86,68.96,130.63
2535,101.91,92.51,80.99,69.26,131.76
2536,102.06,91.02,81.02,69.6,132.23
2537,102.32,90.56,81.38,70.84,132.73
2538,102.5,90.48,81.41,71.15,132.97
2539,102.88,89.85,81.93,71.98,135.41
2540,100,100,80,60,120
2541,101.23,99.18,80.07,60.8,122.91
2542,101.24,98.84,80.31,61.12,123.16
2543,101.45,98.46,80.42,62.2,123.29
2544,101.89,98.17,80.46,62.96,124.08
2545,102.21,96.62,80.66,64.72,130.27
2546,102.24,93.81,81,65.14,130.84
2547,102.39,92.43,81.15,65.77,131.44
2548,102.58,92.41,81.36,65.97,132.05
2549,102.97,91.1,81.44,66.78,133.2
2550,103.29,90.39,81.74,66.87,133.44
2551,104.19,88.82,81.91,68.43,136.56
2552,100,100,80,60,120
2553,100.08,98.87,80.15,60.76,122.45
2554,100.21,97.79,80.21,66.47,122.6
2555,100.93,94.73,80.28,67.1,122.86
2556,100,100,80,60,120
2557,100,100,80,60,120
2558,100.06,99.65,80.07,60.5,120.14
2559,100.13,96.28,80.16,62.64,126.75
2560,100.39,95.93,80.27,63.35,126.75
2561,100.65,95.47,80.65,63.97,126.87
2562,100.66,94.53,80.79,64.42,131.52
2563,100.8,93.09,80.91,64.6,132.35
2564,100.85,92.84,81.32,66.3,133.91
2565,100.97,91.28,81.38,67.17,134.04
2566,101.16,90.98,81.39,71.76,134.19
2567,101.18,88.3,81.47,72.16,135.63
2568,100,100,80,60,120
2569,100.01,98.82,80.06,66.49,120.72
2570,100.18,98.06,80.06,69.66,122.1
2571,100.58,97.07,80.29,73.34,122.36
2572,100.62,97.02,80.74,76.31,122.64
2573,100.68,95.85,80.84,77.46,123.48
2574,100.78,95.18,80.91,77.73,123.73
2575,100.85,94.24,80.97,77.92,124.4
2576,100.92,94.2,81.51,77.98,126.42
2577,101.01,93.89,81.61,84.23,126.46
2578,101.05,93.3,81.72,85.87,126.89
2579,101.18,92.49,81.88,87.56,131.93
2580,101.38,91.99,82.97,88.58,133.82
2581,101.69,91.65,83.18,89.35,135.2
2582,101.95,90.74,83.28,89.6,135.96
2583,101.96,89.8,83.34,90.77,137.06
2584,100,100,80,60,120
2585,100.09,99.64,80.1,60.46,120.02
2586,100.26,99.57,80.16,61.32,120.25
2587,100.38,99.46,80.94,61.8,121.96
2588,100.66,98.97,80.98,63.45,123.28
2589,101.59,98.92,81.05,64.79,124.8
2590,101.8,98.08,81.18,65.09,125
2591,102.25,97.69,81.42,65.73,129.51
2592,102.76,96.25,81.56,65.74,130.75
2593,102.96,95.52,81.78,66.13,131.19
2594,103.16,95.13,81.85,69.48,133.25
2595,103.67,95.03,82.23,69.83,134.69
2596,103.86,94.91,82.35,70.05,136.47
2597,104.17,94.44,82.35,72.57,136.85
2598,104.45,93.7,82.41,73.8,138.75
2599,104.73,93.34,82.43,74.04,139.7
2600,105.53,92.94,82.6,74.76,141.11
2601,105.7,92.53,82.67,74.99,141.69
2602,106.05,91.56,82.91,75.58,142.99
2603,106.33,90.07,82.94,76.68,143.33
2604,106.35,89.54,83.03,77.86,143.88
2605,100,100,80,60,120
2606,100.05,99.39,80.06,60.22,122.82
2607,100.13,99.07,80.18,61.6,125.5
2608,100.46,98.91,80.23,62.18,126.23
2609,100.47,97.89,80.47,64.11,129.31
2610,100.66,97.76,80.68,65.47,129.31
2611,101.08,97.65,80.96,69.37,130.02
2612,101.65,97.61,81.11,69.99,130.33
2613,102.02,96.89,81.35,71.53,131.13
2614,102.34,95.79,81.64,74.85,131.82
2615,102.4,95.76,81.68,76.89,132.58
2616,103.03,95.44,81.96,78.87,133.37
2617,103.19,94.63,82.16,79.99,134.22
2618,103.29,93.53,82.66,80.65,134.31
2619,103.47,92.72,82.67,81.37,134.91
2620,103.6,91.31,82.7,81.68,135.54
2621,103.73,90.29,82.92,81.84,136.91
2622,103.76,90.13,83.14,82.27,137.32
2623,104.45,89.51,83.27,82.94,139.72
2624,100,100,80,60,120
2625,100,100,80,60,120
2626,100.3,99.11,80.59,60.78,120.52
2627,100.36,98.91,80.61,63.49,125.91
2628,100.53,98.43,80.68,65.37,127.48
2629,101.2,98.13,80.99,66.48,129.48
2630,102.27,97.66,81.08,68.33,130.64
2631,102.28,97.42,81.39,69.26,130.74
2632,102.4,97.4,81.48,69.73,131.07
2633,102.43,97.07,81.98,72.68,136.48
2634,103.5,95.11,82.18,73.51,139.92
2635,103.95,95.03,82.36,73.67,145.02
2636,104.33,94.66,82.51,76.24,145.8
2637,104.72,94.16,82.56,78.74,146.3
2638,104.94,93.49,83.01,78.81,147.14
2639,104.96,92.64,83.39,78.92,147.14
2640,105.12,92.09,83.6,85.61,149.81
2641,105.24,88.08,83.83,87.06,149.83
2642,100,100,80,60,120
2643,100.4,99.71,80.04,60.9,120.09
2644,101.32,98.72,80.52,61.36,120.33
2645,101.34,98.38,80.52,61.39,122.19
2646,101.46,97.54,80.53,61.57,122.3
2647,101.66,97.3,80.63,62.18,122.55
2648,102.66,96.57,80.64,62.38,123.23
2649,102.97,96.48,80.7,62.48,123.38
2650,103.36,94.85,80.75,63.66,124
2651,103.41,94.14,80.76,64.46,124.99
2652,103.48,93.69,80.76,64.73,125.24
2653,103.77,91.41,81.57,64.79,125.43
2654,104.53,89.77,81.64,67.89,127.68
2655,100,100,80,60,120
2656,100.15,99.98,80.07,60.81,125.65
2657,100.74,98.23,80.09,62.03,126.4
2658,101.25,97.55,80.31,62.69,126.84
2659,101.27,96.99,80.39,65.81,128.59
2660,101.69,96.72,80.46,66.03,130.54
2661,101.76,96.51,80.78,67.09,130.84
2662,102.07,94.62,80.95,67.82,132.96
2663,102.57,94.57,81.24,68.01,133.11
2664,102.82,93.82,81.3,69.58,133.21
2665,102.83,93.25,81.45,69.95,133.44
2666,103.04,91.81,81.84,70.2,138.79
2667,103.57,90.67,82.29,70.87,139.58
2668,103.87,89.84,82.68,74.16,140.11
2669,100,100,80,60,120
2670,100.22,99.88,80.28,61.91,122.19
2671,100.7,99.47,80.3,62.97,125.95
2672,101.2,99,80.72,63.39,126
2673,102.3,96.51,80.83,63.6,127.74
2674,102.41,95.7,80.92,70.02,129.67
2675,102.51,94.73,80.98,70.67,134.54
2676,102.6,92.37,81.2,72.59,136.48
2677,103.22,92.01,81.25,75.77,136.79
2678,104.06,91.39,81.48,77.4,137.76
2679,104.22,89.82,81.81,77.46,138.68
2680,100,100,80,60,120
2681,100.5,99.01,80.16,61.69,120.72
2682,101.01,98.98,80.34,62.46,122.64
2683,101.25,96.8,80.46,62.68,123.15
2684,101.5,96.58,80.64,64.06,125.29
2685,101.65,95.9,80.65,64.86,125.39
2686,101.73,92.97,80.77,65.87,127.61
2687,102.03,91.28,80.85,67.06,128.91
2688,102.31,91.16,80.94,70.63,130.36
2689,102.74,90.56,81,74.63,130.95
2690,103.05,90.4,81.69,75.82,131.72
2691,103.66,90.39,82.04,76.08,133.54
2692,103.67,89.5,82.07,76.19,133.57
2693,100,100,80,60,120
2694,100.47,98.87,80.05,60.07,121.42
2695,100.67,98.32,80.31,60.47,122.54
2696,100.67,97.16,80.52,63.38,122.61
2697,100.7,96.67,80.63,63.4,126.2
2698,101,96.67,80.97,64.08,128.46
2699,101.64,95.75,81.28,64.71,129.18
2700,101.65,95.45,81.77,68.09,129.73
2701,101.87,94.81,81.83,69.27,129.86
2702,103.03,94.1,81.97,70.49,133.4
2703,103.15,93.51,82.03,73.02,133.72
2704,103.27,92.5,82.19,73.14,133.86
2705,103.59,91.6,82.32,74.44,137.17
2706,104.49,91.14,82.35,78.77,137.56
2707,104.78,90.46,82.5,79.05,138
2708,104.79,89.39,82.5,79.84,142.54
2709,100,100,80,60,120
2710,100.5,97.54,80.04,60.32,120.06
2711,100.71,97.01,80.07,60.75,122.98
2712,100.89,95.93,80.82,62.13,123.51
2713,100.95,95.91,80.91,66.11,123.89
2714,101.31,94.92,81.21,66.88,124.48
2715,101.42,92.59,81.31,68.31,124.98
2716,101.6,91.11,81.56,72.79,125.14
2717,100,100,80,60,120
2718,100.47,96.54,80.18,64.38,125.15
2719,100.71,94.94,80.34,66.83,126.01
2720,100.89,92.76,80.51,72.69,126.58
2721,101.25,92.16,80.54,74.23,126.77
2722,101.43,90.47,80.58,75.39,127.85
2723,101.61,88.7,80.75,75.51,128.81
2724,100,100,80,60,120
2725,100.13,97.12,80.55,60.82,121.74
2726,100.43,96.68,80.7,60.87,122.37
2727,100.95,96.52,80.74,62.76,123.26
2728,101.39,96.08,80.76,63.54,124.35
2729,101.41,95.51,80.96,64.76,124.53
2730,101.53,94.88,81.09,65.48,125.38
2731,101.86,94.68,81.16,67.49,126.02
2732,102.2,94.04,81.26,69.77,128.69
2733,102.52,93.72,81.4,69.83,129.88
2734,102.57,93.39,81.79,70.99,130.16
2735,102.75,90.57,81.88,72.46,131.19
2736,103.17,88.8,81.99,73.87,131.71
2737,100,100,80,60,120
2738,100.3,99.35,80.23,60.07,120.06
2739,100.85,98.99,81.65,61.67,120.77
2740,100.92,98.63,81.67,62.2,122.78
2741,101.14,97.71,81.71,65.34,122.83
2742,101.31,97.34,81.93,66.16,123.06
2743,101.53,95.19,81.96,66.37,123.16
2744,101.57,94.1,81.99,66.61,123.91
2745,102.43,93.38,82.3,67.36,125.24
2746,102.51,92.09,82.31,67.68,125.55
2747,102.94,91.31,82.47,68.11,128.1
2748,103.06,88.98,82.74,68.74,128.2
2749,100,100,80,60,120
2750,100.53,99.69,80.14,60.59,120.77
2751,100.6,99.69,80.31,62.11,121.48
2752,100.73,98.88,80.32,65.07,122.85
2753,100.97,98.53,80.41,66.25,123.99
2754,100.98,98.17,80.42,67.53,125.96
2755,101.13,96.74,80.51,67.72,130.32
2756,101.82,96.65,80.64,68.34,131.79
2757,101.93,96.25,80.95,69.05,132.51
2758,101.97,96.21,81.05,73.53,135.8
2759,102.15,95.96,81.23,74.9,137.06
2760,102.43,95.78,81.44,75.39,138.61
2761,102.54,92.88,81.6,75.64,140.46
2762,102.9,92.76,81.91,76.56,144.39
2763,102.94,92.46,82.16,77.81,144.48
2764,103.41,90.91,82.23,78.59,148.93
2765,103.87,89.86,82.49,79.24,149.56
2766,100,100,80,60,120
2767,100.58,99.56,80.04,60.93,120.22
2768,101.34,99.52,80.16,61.98,121.4
2769,101.34,99.02,80.19,63.12,124.7
2770,101.9,97.8,80.38,67.33,125.63
2771,102.14,96.54,80.46,71.16,126.89
2772,102.39,95.48,80.84,71.88,127.06
2773,102.59,95.12,81.01,74.95,127.39
2774,102.96,95.1,81.29,77.31,130.42
2775,103.48,94.11,82,80.48,130.81
2776,103.69,93.54,82.13,81.32,133.59
2777,104.58,92.7,82.36,85.23,134.77
2778,105.3,92.55,82.47,87.48,136.45
2779,105.43,91.49,82.52,89.48,137.71
2780,105.52,90.64,82.55,91.49,138.42
2781,105.94,89,82.61,94.24,139.09
2782,100,100,80,60,120
2783,100.39,96.57,80.01,62.54,121.9
2784,100.76,94.57,80.32,64.45,123.06
2785,101.42,92.66,80.73,64.71,123.12
2786,101.47,91.25,80.74,65.29,123.13
2787,102.34,91.22,80.81,65.39,123.16
2788,103.02,90.29,81.9,65.88,125.15
2789,103.11,88.9,82.07,66.33,125.56
2790,100,100,80,60,120
2791,100.1,99.71,80.08,61.05,120.27
2792,100.16,98.74,80.14,64.02,121.48
2793,100.24,97.62,80.15,64.42,122.39
2794,100.31,97.34,80.33,66.19,124.86
2795,100.43,97.02,80.39,66.32,125.36
2796,101.32,96.72,80.58,69.26,127.13
2797,101.55,95.88,80.85,70.22,128.84
2798,102.59,92.96,81.18,71.6,128.93
2799,102.97,92.83,81.2,73.13,129.01
2800,103.02,92.68,81.28,73.43,131.63
2801,103.16,92.6,81.43,74.68,132.87
2802,103.17,92.47,81.57,76.13,134.74
2803,103.58,91.85,81.66,78.91,135.14
2804,103.65,91.23,81.71,79.49,135.22
2805,104.08,90.73,81.73,79.52,136.6
2806,104.87,85.97,81.96,80.6,138.18
2807,100,100,80,60,120
2808,100.17,99.13,80.39,60.38,120.38
2809,100.37,97.2,80.88,62.51,121.26
2810,100.62,96.1,80.99,63.38,122.99
2811,101.2,95.71,81.05,67.56,125.59
2812,101.29,94.28,81.08,70.04,125.88
2813,102.14,94.18,81.49,71.97,127.52
2814,102.25,94.17,81.51,72.34,128.34
2815,102.31,93.4,81.57,73.32,128.37
2816,102.33,92.84,81.6,73.42,130.47
2817,102.35,91.44,81.64,73.71,130.48
2818,102.59,90.8,82.04,76.2,131.06
2819,102.69,89.2,82.34,77.27,132.06
2820,100,100,80,60,120
2821,100.14,99.13,80.41,60.08,121.51
2822,100.59,96.3,80.43,61.06,124.82
2823,100.61,96.24,80.86,64.26,125.19
2824,100.7,95.95,80.87,64.31,126.63
2825,101.03,92.88,80.95,64.6,127.79
2826,101.08,90.05,80.99,65.61,128.91
2827,101.09,87.92,81.5,68.22,136.23
2828,100,100,80,60,120
2829,100.58,99.51,80.03,60.11,121.72
2830,101.56,97.91,80.03,61.38,123.61
2831,102.14,97.17,80.18,61.42,124.07
2832,102.85,96.49,80.5,62.29,124.31
2833,102.93,95.35,80.56,62.37,124.92
2834,103.07,95.12,80.69,63.4,125.35
2835,105.01,94.24,80.86,66.81,125.68
2836,105.14,92.87,81.23,67.52,126.36
2837,106.08,92.53,81.36,69.77,127
2838,106.62,92.47,81.81,72.34,128.21
2839,107.24,92.3,82.16,74.33,129.48
2840,107.85,91.9,82.19,75.66,130.39
2841,108.09,91.01,82.42,75.89,131.28
2842,109.17,90.49,82.46,77.59,133.73
2843,109.32,90.43,83.15,78.59,134
2844,109.59,90.23,83.51,78.95,136.32
2845,110.41,89.7,83.6,80.87,137.74
2846,100,100,80,60,120
2847,100.8,98.65,80.07,63.44,120.65
2848,100.86,98.43,80.54,64.92,122.01
2849,100.92,98.43,80.56,65.04,122.19
2850,101.11,98.36,80.62,65.05,123.72
2851,102.25,97.95,80.73,67.15,124.13
2852,102.83,97.56,80.78,67.74,125.49
2853,102.83,96.99,80.95,68.36,125.83
2854,103.16,95.52,81.07,68.97,126.02
2855,103.52,94.51,81.28,69.62,128.64
2856,104.22,93.14,81.46,70.11,129.28
2857,104.33,91.7,81.77,70.62,129.39
2858,104.47,91.36,82.17,71.89,131.41
2859,104.53,90.5,82.22,73.95,134.52
2860,105,89.07,82.5,74.55,134.53
2861,100,100,80,60,120
2862,100.11,99.21,80.11,60.95,120.22
2863,100.23,98.46,80.17,61.21,122.6
2864,102.26,97.49,80.52,61.22,123.3
2865,102.6,95.61,81.34,61.77,124.26
2866,102.81,95.6,81.39,63.67,129.05
2867,102.81,94.46,81.53,63.89,131.9
2868,103.1,91.51,81.65,64.78,132.56
2869,103.52,91.13,81.68,66.04,133.98
2870,103.57,91.06,81.69,68.84,135.15
2871,103.84,91.02,81.95,69.03,136.42
2872,103.96,90.83,82.1,69.2,137.52
2873,104.56,90.78,82.16,70.11,140.4
2874,104.6,88.04,82.5,70.79,142.64
2875,100,100,80,60,120
2876,100.49,98.42,80.18,60.39,120.11
2877,100.69,98.28,80.28,60.45,123.95
2878,100.71,98.16,80.64,60.58,124.18
2879,100.72,98,80.64,60.64,125.24
2880,101.07,97.26,80.68,60.72,125.49
2881,101.16,96.84,80.86,60.75,128.13
2882,101.21,95.63,80.97,63.3,128.68
2883,101.57,93.95,80.98,65.26,130.7
2884,102.83,93.93,81.07,69.35,131.1
2885,103.86,93.8,81.26,71.83,131.72
2886,104.02,92.04,81.35,74.59,132.81
2887,104.38,90.96,81.35,74.98,132.96
2888,104.87,88.93,81.57,76.06,133.44
2889,100,100,80,60,120
2890,100.73,99.78,80.56,64.12,124.16
2891,101.47,99.73,80.68,66.06,127.6
2892,101.47,99.09,80.73,66.92,128.77
2893,101.84,98.22,80.87,73.65,129.23
2894,102.28,97.71,81.29,74.33,129.37
2895,102.85,97.64,81.42,74.8,133.29
2896,103.22,95.64,81.52,75.3,134.53
2897,103.49,94.86,81.62,76.63,135.7
2898,104.35,94.6,81.66,76.92,136.24
2899,105.18,94.16,81.7,79.68,137.81
2900,105.72,93.97,81.71,80.58,140.53
2901,105.8,92.68,81.85,82.48,142.28
2902,105.89,92.65,82.02,82.65,145.01
2903,106.08,91.24,82.12,83.32,146.34
2904,106.25,90.08,82.27,84.32,146.45
2905,106.43,89.32,82.43,85.48,147.04
2906,100,100,80,60,120
2907,100.65,99.73,80.18,60.1,120.8
2908,100.66,98.32,80.52,62.96,121.78
2909,100.95,97.48,80.53,63.35,123.36
2910,101.2,96.03,81.28,63.41,125.43
2911,101.69,95.78,81.65,63.68,127.57
2912,101.73,95.16,81.74,64.76,128.14
2913,102.3,93.01,82.12,64.87,130.96
2914,103.43,92.84,82.17,67.14,134.17
2915,103.52,91.45,82.21,67.8,136.93
2916,103.53,90.27,82.29,68.14,137.13
2917,104.01,89.09,82.3,68.41,137.15
2918,100,100,80,60,120
2919,100.01,98.95,80.06,60.25,120.87
2920,100.02,98.26,81.42,63.14,121.27
2921,100.27,97.98,81.47,66.94,121.67
2922,100.93,96.94,81.49,67.68,122.36
2923,101.15,96.24,81.53,68.11,122.94
2924,101.4,94.5,81.62,68.67,124.02
2925,101.44,93.06,81.93,74.1,124.29
2926,101.48,92.36,82.17,74.44,125.96
2927,101.65,92.11,82.21,75.33,126.64
2928,101.77,91.94,82.36,76.33,131.93
2929,102.08,91.05,82.43,76.65,133.27
2930,102.37,89.57,82.78,76.7,133.35
2931,100,100,80,60,120
2932,100.46,99.03,80.08,60.52,120.87
2933,100.47,98.28,80.11,60.76,121.45
2934,100.48,97.12,80.35,62.62,122.53
2935,101.02,96.64,80.64,63.38,122.66
2936,101.34,96.26,80.67,66.44,122.74
2937,101.69,95.61,80.81,66.77,122.76
2938,102.01,95.53,80.81,68.29,126.36
2939,102.08,95.34,81.02,69.94,126.4
2940,102.09,94.59,81.21,69.95,127.73
2941,102.1,93.84,81.42,70.07,127.76
2942,102.12,92,81.57,70.56,128.07
2943,102.17,91.87,81.93,71.34,128.93
2944,102.29,91.87,82.04,71.87,129.13
2945,102.63,91.53,82.27,71.92,132.16
2946,102.65,90.56,82.34,71.95,139.43
2947,102.83,86.9,82.62,73.18,139.71
2948,100,100,80,60,120
2949,100.87,99.16,80.13,60.99,122.08
2950,101.4,94.24,80.59,62.77,122.58
2951,101.63,93.62,80.63,63.33,122.91
2952,101.95,93.54,80.7,64.52,123.96
2953,102.15,93.14,80.94,65.75,124.21
2954,102.28,92.58,81.18,66.89,125.95
2955,102.4,92.46,81.22,68.26,126.3
2956,102.59,91.45,81.42,68.89,127.12
2957,102.6,90.85,81.48,69.23,129.75
2958,102.75,90.67,81.84,70.45,131.26
2959,103.37,88.5,81.89,70.67,133.48
2960,100,100,80,60,120
2961,100.01,99.13,80.08,62.6,120.34
2962,100.02,95.48,80.74,68.84,121.16
2963,100.66,95.25,80.83,71.2,122.28
2964,100.88,94.05,80.95,74.65,124.92
2965,101.01,92.93,81.1,77.94,125.52
2966,101.34,92.57,81.17,79.06,126.72
2967,101.98,90.99,81.18,79.66,129.01
2968,102.1,87.92,81.32,80.6,137.32
2969,100,100,80,60,120
2970,100.97,99.67,80.45,60.72,120.37
2971,101.85,99.26,81.19,61.26,120.56
2972,102.36,97.77,81.42,64.36,120.93
2973,102.84,97.69,81.54,65.06,121.71
2974,103.03,97.64,81.6,66.89,122.75
2975,103.28,96.45,81.88,67.18,122.89
2976,104.97,95.37,82.23,67.95,124.22
2977,105,94.34,82.27,71.79,124.75
2978,105.14,93.81,82.32,72.21,125.25
2979,105.15,92.91,82.41,73.81,126.09
2980,105.41,92.25,82.96,77.31,127.01
2981,105.79,91.9,82.98,77.32,128
2982,105.99,91.85,83.01,77.62,128.31
2983,106.04,91.44,83.05,78.71,128.76
2984,106.07,90.53,83.11,80.72,129.29
2985,106.16,87.46,83.3,82.81,130.81
2986,100,100,80,60,120
2987,100.08,99.54,80.02,62.45,120.04
2988,100.27,99.24,80.03,65.01,120.16
2989,100.28,98.63,80.05,65.06,120.69
2990,100.54,98.51,80.52,72.41,121.42
2991,100.76,96.8,80.56,72.56,123.61
2992,101.29,95.98,80.84,72.82,126.81
2993,101.55,95.75,80.95,74.87,128.71
2994,101.72,94.56,81.16,76.56,128.93
2995,101.81,93.1,81.35,76.79,131.33
2996,101.99,92.6,81.44,77.93,133.53
2997,102.49,92.31,81.86,80.04,133.63
2998,102.6,92.29,81.92,81,134.54
2999,102.77,91.69,82.07,83.21,135.19
3000,102.79,89.92,82.08,83.85,135.51
3001,100,100,80,60,120
3002,100.33,99.95,80.08,60.64,120.14
3003,100.87,99.88,80.28,60.77,120.34
3004,100.9,99.38,80.38,64.29,121.45
3005,101.27,99.2,80.57,69.4,121.9
3006,101.49,98.66,80.62,70.35,126.19
3007,101.69,98.34,80.67,70.87,127.49
3008,102.02,97.54,81.31,71.33,128.25
3009,102.33,96.98,81.39,72.32,132.44
3010,102.47,96.25,81.57,72.36,133.89
3011,102.81,95.89,81.57,73.22,134.67
3012,103.19,95.53,81.61,74.82,135.38
3013,103.28,95.45,81.67,75.24,136.3
3014,103.44,95.26,81.7,77.5,136.81
3015,104.44,93.43,81.81,78.42,139.41
3016,104.56,93.34,81.83,78.73,142
3017,104.68,92.61,81.9,79.41,142.38
3018,104.74,92.59,82.16,79.82,143.31
3019,104.81,92.54,82.23,80.24,144.84
3020,105.16,92.08,82.35,81.14,146.34
3021,105.58,91.44,82.5,82.23,146.35
3022,105.63,90.2,83.47,82.99,146.57
3023,105.71,90.05,83.61,83.02,147.1
3024,106.43,89.81,83.75,83.82,147.19
3025,100,100,80,60,120
3026,100.92,99.5,80.03,60.5,121.97
3027,101.27,99.28,80.04,60.69,123.11
3028,101.57,99.05,80.1,60.92,123.64
3029,101.82,98.3,80.1,61.16,125.21
3030,102.21,95.12,80.18,61.85,129.1
3031,102.31,92.81,80.56,63.04,130.23
3032,102.41,92.74,80.73,63.08,131.13
3033,102.86,92.68,80.74,64.33,131.22
3034,103.46,92.59,80.8,67.43,131.44
3035,104.87,92.24,80.84,68.34,132.9
3036,105.06,92.21,81.1,74.41,134.75
3037,100,100,80,60,120
3038,100.33,99.87,80.63,60,120.76
3039,100.62,98.11,80.68,61.06,120.85
3040,100.83,98.05,81.3,64.74,121.09
3041,100.91,96.36,81.4,65.1,126.3
3042,101.18,95.99,81.4,65.51,126.77
3043,101.51,95.46,81.58,70.36,129.66
3044,101.79,94.16,81.71,70.43,131.25
3045,102.1,90.8,81.74,70.52,132.84
3046,102.17,90.73,82.04,72.32,134.06
3047,102.32,90.42,82.08,74.82,135.14
3048,103.39,89.41,82.21,75.43,135.59
3049,100,100,80,60,120
3050,100.02,99.81,80.26,60.35,120.34
3051,100.27,98.77,80.47,60.66,121.62
3052,100.58,98.11,80.51,61.29,122.66
3053,101.03,97.92,80.75,63.42,126.22
3054,101.12,96.23,80.88,64.71,126.23
3055,101.2,95.63,80.89,65.32,126.39
3056,101.36,95.55,80.93,66.46,127.99
3057,101.74,93.91,81.07,69.19,129.58
3058,102.48,92.45,81.27,69.59,129.92
3059,102.59,92.39,81.35,72.49,131.17
3060,102.62,90.96,81.36,73.06,133.41
3061,102.71,90.53,81.41,75.23,134
3062,102.78,89.81,81.59,75.44,135.78
3063,100,100,80,60,120
3064,100.15,99.13,80.3,64.76,122.43
3065,100.5,99.12,80.3,65.19,123.22
3066,100.51,98.77,80.35,65.3,124.15
3067,101.55,98.75,80.4,67.27,124.64
3068,101.65,98.28,80.89,67.53,125.6
3069,102.17,97.76,81.22,68.61,126.29
3070,102.57,96.62,81.5,68.92,127
3071,103.13,95.56,81.54,70.79,127.28
3072,103.28,94.88,82.11,72.52,129.86
3073,103.32,93.92,82.19,73.66,130.68
3074,103.62,93.36,82.28,75.59,133.01
3075,103.94,91.89,82.31,76.06,134.43
3076,104.64,89.79,82.39,76.17,136.88
3077,100,100,80,60,120
3078,101.81,99.94,80.05,61.78,120.82
3079,102.03,99.41,80.49,64.77,120.9
3080,102.08,99.17,80.52,66.19,121.49
3081,102.46,99.17,81.04,67.85,122.15
3082,102.64,97.81,81.06,68.85,122.64
3083,102.64,96.2,81.76,70.54,125.27
3084,102.69,95.43,82.06,72.27,127.01
3085,102.72,95.42,82.48,73.57,127.57
3086,102.86,94.37,82.7,73.74,127.9
3087,103.28,93.92,83.02,73.79,129.17
3088,103.37,93.88,83.24,74.1,129.8
3089,103.37,93.4,83.47,74.55,130.5
3090,103.42,91.02,83.65,76.06,130.8
3091,103.47,90.64,83.73,76.88,134.07
3092,103.48,89.48,83.84,81.17,134.97
3093,100,100,80,60,120
3094,100.28,99.06,80.09,60.63,120.95
3095,100.35,98.09,80.19,63.39,121.78
3096,100.71,97.88,80.23,68.89,122.47
3097,100.95,97.42,80.27,72.1,122.51
3098,101.41,96.74,80.48,72.84,122.75
3099,101.66,96.55,80.76,76.65,124.3
3100,102.45,96.44,81.13,79.99,124.3
3101,102.7,94.09,81.24,81.63,128.3
3102,102.74,94.08,81.24,82.43,128.95
3103,103.16,94.07,81.28,83.32,129.53
3104,103.9,93.86,81.74,84.91,130.4
3105,104.62,90.72,81.74,85.02,130.53
3106,104.73,89.91,81.75,85.66,131.6
3107,100,100,80,60,120
3108,100.18,97.58,80,61.99,120.51
3109,100.87,97.4,80.2,62.37,120.93
3110,102.21,97.3,80.38,62.82,122.32
3111,102.5,96.22,80.54,65.13,122.53
3112,102.73,96.09,80.86,66.02,124.22
3113,103.53,95.03,81.15,66.88,128.61
3114,104.21,94.35,81.91,71.05,132.08
3115,104.99,90.46,82.12,71.3,136.33
3116,105.69,89.75,82.19,71.42,136.87
3117,100,100,80,60,120
3118,100.22,99.77,80.3,60.79,121.75
3119,100.32,98.64,80.37,63.03,121.91
3120,100.34,98.54,80.61,63.88,121.99
3121,100.42,98.43,80.85,64.81,122.67
3122,100.7,97.91,80.88,69.09,124.28
3123,101.39,97.13,80.93,70.45,124.6
3124,102.95,97,80.98,75.5,128.74
3125,103.27,96.52,81.39,75.95,128.9
3126,103.36,95.21,81.53,78.21,131.28
3127,103.72,94.97,81.75,78.97,133.16
3128,103.96,92.83,81.86,79.86,133.53
3129,103.98,91.23,82.08,80.56,133.76
3130,104.42,90.64,82.3,80.87,134.11
3131,104.65,88.89,82.42,81.44,136.07
3132,100,100,80,60,120
3133,100.41,99.61,80.1,60.33,124.82
3134,100.52,99.48,80.11,62.44,128.44
3135,100.59,94.25,80.29,63.24,129.6
3136,100.66,94.15,80.41,63.29,129.67
3137,100.8,93.5,80.72,66.98,131.94
3138,101.43,93.32,81.16,68.24,136.59
3139,101.69,92.95,81.23,70.78,137.81
3140,101.98,91.94,81.32,74.74,139.26
3141,102.07,89.9,81.37,75.15,143.44
3142,100,100,80,60,120
3143,100.22,99.96,80.17,61.89,120.8
3144,100.34,97.53,80.2,64.08,122.75
3145,101.03,96.94,81.11,66.6,123.31
3146,101.24,95.84,81.37,66.64,123.56
3147,101.53,95.62,81.43,69.07,125.21
3148,101.65,94.48,81.79,70.6,125.56
3149,102.11,93.01,82.06,72.67,125.68
3150,102.25,92.22,82.1,73.61,125.73
3151,102.26,91.59,82.17,76.07,126.4
3152,102.3,89.63,82.36,76.42,126.75
3153,100,100,80,60,120
3154,100.06,98.13,80.35,60.8,122.24
